選舉類型,區域,名字,性別,政黨,現任與否,當選註記,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,曾水文,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,陸淑美,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,陳慧文,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,陳粹鑾,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,陳致富,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,陳明澤,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,郭素桃,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,許慧玉,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,許福森,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,張漢忠,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,張乾德,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,張坤裕,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,張文瑞,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,耿雄山,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,徐榮延,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,孫祈政,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,洪秀錦,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,林富寶,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,林連森,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,林洪愛玉,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,李鴻鈞,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,李蕙蕙,女,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,李鋒斌,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,李長生,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,吳政勳,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,吳利成,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,何勝雄,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,江玲君,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,史萬忠,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,王耀裕,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,王慧玲,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,王榮仁,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,方信淵,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,于淑恩,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,羅煥鑪,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,羅文欽,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,魏雪卿,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,謝彰文,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,閻中傑,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,魯明哲,男,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,歐炳辰,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,劉勝全,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,劉茂_,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,劉俊儀,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,劉邦鉉,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,趙正宇,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,褚春來,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,詹江村,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,葉明月,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,萬美玲,女,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,楊朝偉,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,黃景熙,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,黃婉如,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,黃享欽,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,黃仁杼,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,舒翠玲,女,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,曾忠義,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,陳麗莉,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,陳賴素美,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,陳宗仁,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,陳志謀,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,莊玉輝,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,梁新武,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,張肇良,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,張運炳,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,張文瑜,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,徐景文,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,洪奕巔,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,姜義青,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,邱顯二,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,邱素芬,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,邱奕勝,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,林政賢,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,林俐玲,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,林良益,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,林丕章,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,周玉琴,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,卓德樹,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,沐平波,女,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,李麗珠,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,李曉鐘,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,李家興,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,李柏坊,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,呂淑真,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,呂林小鳳,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,呂明美,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,呂水田,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,吳餘東,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,吳宗憲,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,桃園縣,王淳長,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,饒鴻奇,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,羅碧玉,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,韓茂賢,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,謝清泉,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,謝文俊,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,賴源順,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,黎旭欽,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,鄭輝煌,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,鄭秋風,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,蔡李美月,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,劉秋東,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,廖英利,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,詹運喜,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,詹明光,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,溫德雄,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,溫志強,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,楊恭林,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,游忠鈿,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,陳添松,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,陳英河,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,陳明朝,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,張森鴻,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,張太陽,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,徐欽鴻,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,孫素娥,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,胡忠勇,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,禹耀東,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,邱紹俊,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,邱秋琴,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,林寶珠,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,周玉滿,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,李聰祥,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,李文斌,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,呂明亮,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,呂木鈿,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,苗栗縣,王士毅,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,蘇震清,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,蘇義峰,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,賴耀熙,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,盧同_,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,盧文信,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,鄭文華,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,蔣家煌,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,潘連周,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,潘淑真,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,劉淼松,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,劉水復,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,董_智,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,葉明博,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,楊嘉慶,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,黃國安,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,黃明榮,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,黃坤能,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,曾義雄,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,曾世郎,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,陳惠琴,女,無黨籍,N,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,郭美玉,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,許國華,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,張榮志,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,張惠怡,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,張金文,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,徐榮耀,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,唐玉琴,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,施蘇貴美,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,邱名璋,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,林清都,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,林郁虹,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,林枝讚,男,台灣團結聯盟,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,林亞_,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,林亞相,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,周碧雲,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,周典論,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,沈文傑,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,李清聖,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,李香蘭,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,李世斌,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,吳亮慶,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,何春美,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,王啟敏,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,王林美足,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,王志豐,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,尤慶賀,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,屏東縣,丁煙柱,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,簡沛霖,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,戴世詮,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,賴燕雪,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,賴忠政,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,鄭文銅,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,蔡明源,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,蔡宜助,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,潘一全,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,廖梓佑,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,黃秀女,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,游宏達,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,曾芳春,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,陳錦倫,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,陳淑惠,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,陳垂堂,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,許素霞,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,許阿甘,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,莊文斌,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,張經魁,男,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,張啟訓,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,張永輝,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,康誌合,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,洪盛雄,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,林憶如,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,林永鴻,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,林民政,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,周義雄,男,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,李增全,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,李添興,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,李崇慶,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,宋懷琳,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,吳棋祥,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,吳國昌,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,何勝豐,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,南投縣,王彩雲,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,謝宜璋,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,蔡水游,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,楊應雄,男,新黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,楊永立,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,陳玉珍,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,許燕道,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,許華玉,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,許建中,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,許玉昭,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,莊良時,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,洪麗萍,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,洪成發,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,洪允典,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,林長耕,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,李麗貌,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,李誠智,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,李沃士,男,新黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,金門縣,王再生,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,魏嘉賢,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,鍾逸文,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,謝國榮,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,蕭文龍,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,潘富民,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,劉曉玫,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,趙世源,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,楊文值,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,黃馨,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,黃玲蘭,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,游美雲,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,傅朝明,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,陳朝松,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,花蓮縣,陳凱莉,女,中國國民黨,,,,,,,,,,,,,,,,
