item_id	name	duration	inLanguage	creator	contentRating	rating	genre	director	popularity	country	budget
tt0116044	De tripas, corazón	PT16M	Spanish	Antonio Urrutia	NA	7.6	Comedy/Short	Antonio Urrutia	NA	Mexico	NA
tt0116214	Ernst & lyset	PT12M	Danish	Anders Thomas Jensen	Not Rated	7.6	Short/Comedy	Anders Thomas JensenTomas Villum Jensen	NA	Denmark	NA
tt0116233	Esposados	PT24M	Spanish	Fredric BrownJuan Carlos FresnadilloJesús Olmo	NA	7.3	Comedy/Short	Juan Carlos Fresnadillo	NA	Spain	NA
tt0118191	Senza parole	PT9M	Italian	Francesca PanzarellaFranca de Angelis	NA	6.8	S/h/o/r/t	Antonello De Leo	NA	Italy	NA
tt0117500	The Rock	PT2H16M	English	David WeisbergDouglas CookDavid WeisbergDouglas CookMark Rosner	R	7.4	Action/Adventure/Thriller	Michael Bay	NA	USA	$75,000,000
            
tt0117666	Sling Blade	PT2H15M	English	Billy Bob ThorntonBilly Bob Thornton	R	8.0	D/r/a/m/a	Billy Bob Thornton	$24,475,416	USA	$890,000
            
tt0115988	The Crucible	PT2H4M	English	Arthur MillerArthur Miller	PG-13	6.8	Drama/History	Nicholas Hytner	$7,340,103	USA	$25,000,000
            
tt0117951	Trainspotting	PT1H33M	English	Irvine WelshJohn Hodge	R	8.2	D/r/a/m/a	Danny Boyle	NA	UK	$3,500,000
            
tt0116905	Lone Star	PT2H15M	English	John Sayles	R	7.5	Drama/Mystery	John Sayles	$13,269,963	USA	$5,000,000
            
tt0120338	Titanic	PT3H14M	English	James Cameron	PG-13	7.8	Drama/Romance	James Cameron	$659,325,379	USA	$200,000,000
            
tt0119177	Gattaca	PT1H46M	English	Andrew Niccol	PG-13	7.8	Drama/Sci-Fi/Thriller	Andrew Niccol	$12,339,633	USA	$36,000,000
            
tt0119485	Kundun	PT2H14M	English	Melissa Mathison	PG-13	7.0	Biography/Drama/History/War	Martin Scorsese	$5,532,301	USA	$28,000,000
            
tt0119488	L.A. Confidential	PT2H18M	English	James EllroyBrian HelgelandCurtis Hanson	R	8.3	Crime/Drama/Mystery/Thriller	Curtis Hanson	NA	USA	$35,000,000
            
tt0119654	Men in Black	PT1H38M	English	Lowell CunninghamEd SolomonEd Solomon	PG-13	7.3	Adventure/Comedy/Mystery/Sci-Fi	Barry Sonnenfeld	NA	USA	$90,000,000
            
tt0118607	Amistad	PT2H35M	English	David Franzoni	R	7.3	Drama/History	Steven Spielberg	$44,175,394	USA	$36,000,000
            
tt0120520	The Wings of the Dove	PT1H42M	English	Henry JamesHossein Amini	R	7.2	Drama/Romance	Iain Softley	$13,718,385	USA	NA
tt0119843	Oscar and Lucinda	PT2H12M	English	Peter CareyLaura Jones	R	6.7	Drama/Romance	Gillian Armstrong	$1,508,689	USA	AUD&nbsp;16,000,000
            
tt0119561	The Long Way Home	PT2H	English	Mark Jonathan Harris	Not Rated	7.5	Documentary/History/War	Mark Jonathan Harris	NA	USA	NA
tt0118540	4 Little Girls	PT1H42M	English		TV-14	7.9	Documentary/History	Spike Lee	$130,146	USA	NA
tt0118662	Ayn Rand: A Sense of Life	PT2H25M	English	Michael Paxton	Not Rated	6.7	Documentary/Biography	Michael Paxton	$209,244	USA	NA
tt0126249	Colors Straight Up	PT1H34M	English	Michèle Ohayon	NA	7.2	D/o/c/u/m/e/n/t/a/r/y	Michèle Ohayon	NA	USA	NA
tt0120472	Waco: The Rules of Engagement	PT2H45M	English	William GazeckiDan GiffordMichael McNultyRon Nelson	Not Rated	8.0	Documentary/History	William Gazecki	NA	USA	$2,500,000
            
tt0141858	A Story of Healing	PT28M	English		NA	7.0	Documentary/Short	Donna Dewey	NA	USA	NA
tt0130445	Alaska: Spirit of the Wild	PT41M	English	Mose Richards	NA	7.2	Documentary/Short	George Casey	NA	USA	NA
tt0140803	Amazon	PT38M	English	Kieth MerrillLoren McIntyre	Not Rated	6.8	Documentary/Short	Kieth Merrill	NA	USA	NA
tt0129918	Family Video Diaries: Daughter of the Bride	PT30M	English	Terri Randall	NA	6.0	Short/Documentary	Terri Randall	NA	USA	NA
tt0141856	Still Kicking: The Fabulous Palm Springs Follies	PT38M	English		NA	7.8	Documentary/Short/Music	Mel Damski	NA	USA	NA
tt0119094	Face/Off	PT2H18M	English	Mike WerbMichael Colleary	R	7.3	Action/Crime/Sci-Fi/Thriller	John Woo	$112,225,777	USA	$80,000,000
            
tt0119116	The Fifth Element	PT2H6M	English	Luc BessonRobert Mark KamenLuc Besson	PG-13	7.7	Action/Adventure/Sci-Fi	Luc Besson	$63,540,020	France	$93,000,000
            
tt0120201	Starship Troopers	PT2H9M	English	Edward NeumeierRobert A. Heinlein	R	7.2	Action/Adventure/Sci-Fi/Thriller	Paul Verhoeven	NA	USA	$105,000,000
            
tt0119567	The Lost World: Jurassic Park	PT2H9M	English	Michael CrichtonDavid Koepp	PG-13	6.5	Action/Adventure/Sci-Fi	Steven Spielberg	NA	USA	$73,000,000
            
tt0118571	Air Force One	PT2H4M	English	Andrew W. Marlowe	R	6.5	Action/Drama/Thriller	Wolfgang Petersen	NA	USA	$85,000,000
            
tt0119822	As Good as It Gets	PT2H19M	English	Mark AndrusMark AndrusJames L. Brooks	PG-13	7.7	Comedy/Drama/Romance	James L. Brooks	NA	USA	$50,000,000
            
tt0119217	Good Will Hunting	PT2H6M	English	Matt DamonBen Affleck	R	8.3	Drama/Romance	Gus Van Sant	NA	USA	$10,000,000
            
tt0119448	Karakter	PT2H2M	Dutch	Ferdinand BordewijkLaurens GeelsMike van DiemRuud van Megen	R	7.8	Crime/Drama/Mystery	Mike van Diem	$713,413	Netherlands	$4,500,000
            
tt0116692	Jenseits der Stille	PT1H49M	German	Caroline LinkBeth Serlin	PG-13	7.5	Drama/Music	Caroline Link	$171,334	Germany	NA
tt0119815	O Que é Isso, Companheiro?	PT1H50M	Portuguese	Fernando GabeiraLeopoldo Serran	R	7.4	Action/Drama/History/Thriller	Bruno Barreto	$310,724	Brazil	NA
tt0120090	Secretos del corazón	PT1H45M	Spanish	Montxo Armendáriz	NA	7.3	D/r/a/m/a	Montxo Armendáriz	NA	France	$1,727,000
            
tt0124207	Vor	PT1H36M	Russian	Pavel Chukhray	R	7.7	Crime/Drama	Pavel Chukhray	$1,126,115	Russia	$2,000,000
            
tt0119280	Mrs Brown	PT1H41M	English	Jeremy Brock	PG	7.3	Biography/Drama/History/Romance	John Madden	$9,217,930	UK	NA
tt0119164	The Full Monty	PT1H31M	English	Simon Beaufoy	R	7.2	Comedy/Drama	Peter Cattaneo	NA	UK	$3,500,000
            
tt0118617	Anastasia	PT1H34M	English	Susan GauthierBruce GrahamBob TzudikerNoni WhiteEric Tuchman	G	7.1	Animation/Adventure/Drama/Family/Fantasy/Musical/Mystery/Romance	Don BluthGary Goldman	NA	USA	$50,000,000
            
tt0119738	My Best Friend's Wedding	PT1H45M	English	Ronald Bass	PG-13	6.3	Comedy/Drama/Romance	P.J. Hogan	NA	USA	$46,000,000
            
tt0118880	Con Air	PT1H55M	English	Scott Rosenberg	R	6.8	Action/Crime/Thriller	Simon West	NA	USA	$75,000,000
            
tt0119282	Hercules	PT1H33M	English	Ron ClementsJohn MuskerDon McEneryBob ShawIrene MecchiKaan KalyonKelly WightmanRandy CartwrightJohn RamirezJeff SnowVance GerryKirk HansonTamara Lusher StockerFrancis GlebasMark KennedyBruce MorrisDon DoughertyThom Enriquez	G	7.3	Animation/Adventure/Comedy/Family/Fantasy/Musical/Romance	Ron ClementsJohn Musker	$99,046,791	USA	$85,000,000
            
tt0131409	Geri's Game	PT4M	None	Jan Pinkava	NA	8.0	Animation/Short/Family	Jan Pinkava	NA	USA	NA
tt0141005	Famous Fred	PT30M	English	Posy SimmondsJoanna Quinn	NA	6.2	Animation/Short/Musical	Joanna Quinn	NA	UK	NA
tt0130860	Rusalka	PT10M	Russian	Aleksandr PetrovMarina Vishnevetskaya	NA	7.9	Animation/Short/Fantasy	Aleksandr Petrov	NA	Russia	NA
tt0141560	Redux Riding Hood	PT15M	English	Dan O'Shannon	G	7.3	Animation/Short/Comedy/Family/Sci-Fi	Steve Moore	NA	USA	NA
tt0127710	La vieille dame et les pigeons	PT25M	English	Sylvain ChometDavid FreedmanAlan Gilbey	NA	7.8	Animation/Short/Comedy	Sylvain Chomet	NA	Canada	NA
tt0141963	Visas and Virtue	PT26M	English	Tom DonaldsonChris TashimaTim Toyama	NA	7.1	Short/Biography/Drama/War	Chris Tashima	NA	USA	NA
tt0140934	Dance Lexie Dance	PT14M	English	Dave Duggan	NA	7.3	S/h/o/r/t	Tim Loane	NA	UK	&pound;45,000
            
tt0141401	It's Good to Talk	PT14M	English	Roger Goldby	NA	7.4	S/h/o/r/t	Roger Goldby	NA	UK	NA
tt0141868	Skal vi være kærester?	PT11M	NA		NA	6.8	Family/Short	Birger Larsen	NA	Denmark	NA
tt0141995	Wolfgang	PT14M	Danish	Anders Thomas Jensen	NA	6.9	S/h/o/r/t	Anders Thomas Jensen	NA	Denmark	NA
tt0118884	Contact	PT2H30M	English	James V. HartMichael GoldenbergCarl SaganCarl SaganAnn Druyan	PG	7.4	Drama/Mystery/Sci-Fi/Thriller	Robert Zemeckis	NA	USA	$90,000,000
            
tt0119008	Donnie Brasco	PT2H7M	English	Joseph D. PistoneRichard WoodleyPaul Attanasio	R	7.8	Biography/Crime/Drama	Mike Newell	NA	USA	$35,000,000
            
tt0120255	The Sweet Hereafter	PT1H52M	English	Russell BanksAtom Egoyan	R	7.6	D/r/a/m/a	Atom Egoyan	$3,252,652	Canada	CAD&nbsp;5,000,000
            
tt0120885	Wag the Dog	PT1H37M	English	Larry BeinhartHilary HenkinDavid Mamet	R	7.1	Comedy/Drama	Barry Levinson	$43,022,524	USA	$15,000,000
            
tt0118749	Boogie Nights	PT2H35M	English	Paul Thomas Anderson	R	7.9	D/r/a/m/a	Paul Thomas Anderson	NA	USA	$15,000,000
            
tt0118954	Deconstructing Harry	PT1H36M	English	Woody Allen	R	7.4	C/o/m/e/d/y	Woody Allen	$10,569,071	USA	$20,000,000
            
tt0138097	Shakespeare in Love	PT2H3M	English	Marc NormanTom Stoppard	R	7.1	Comedy/Drama/History/Romance	John Madden	NA	USA	$25,000,000
            
tt0127536	Elizabeth	PT2H4M	English	Michael Hirst	R	7.5	Biography/Drama/History	Shekhar Kapur	NA	UK	$30,000,000
            
tt0120789	Pleasantville	PT2H4M	English	Gary Ross	PG-13	7.5	Comedy/Drama/Fantasy	Gary Ross	$40,568,025	USA	$40,000,000
            
tt0120815	Saving Private Ryan	PT2H49M	English	Robert Rodat	R	8.6	Drama/War	Steven Spielberg	$216,540,909	USA	$70,000,000
            
tt0120889	What Dreams May Come	PT1H53M	English	Richard MathesonRonald Bass	PG-13	7.0	Drama/Fantasy/Romance	Vincent Ward	NA	USA	$85,000,000
            
tt0120633	A Civil Action	PT1H55M	English	Jonathan HarrSteven Zaillian	PG-13	6.6	D/r/a/m/a	Steven Zaillian	$56,702,901	USA	$75,000,000
            
tt0120863	The Thin Red Line	PT2H50M	English	James JonesTerrence Malick	R	7.6	Drama/War	Terrence Malick	NA	USA	$52,000,000
            
tt0120603	Beloved	PT2H52M	English	Toni MorrisonAkosua BusiaRichard LaGraveneseAdam Brooks	R	5.9	Drama/History/Horror	Jonathan Demme	NA	USA	$80,000,000
            
tt0120879	Velvet Goldmine	PT1H58M	English	James LyonsTodd HaynesTodd Haynes	R	7.0	Drama/Music	Todd Haynes	$1,053,788	UK	NA
tt0174852	The Last Days	PT1H27M	English		PG-13	7.6	Documentary/War	James Moll	$419,762	USA	NA
tt0175550	Dancemaker	PT1H38M	English		NA	7.2	D/o/c/u/m/e/n/t/a/r/y	Matthew Diamond	$240,514	USA	NA
tt0175844	Lenny Bruce: Swear to Tell the Truth	PT1H40M	English	Robert B. Weide	NA	8.0	Documentary/Biography/Comedy	Robert B. Weide	$21,350	USA	NA
tt0181786	Regret to Inform	PT1H12M	English	Barbara Sonneborn	Not Rated	7.4	Documentary/War	Barbara Sonneborn	$22,627	USA	NA
tt0139193	The Farm: Angola, USA	PT1H28M	English	Bob Harris	NA	7.6	D/o/c/u/m/e/n/t/a/r/y	Liz GarbusWilbert RideauJonathan Stack	NA	USA	NA
tt0176018	The Personals	PT40M	English		Not Rated	6.3	Documentary/Short	Keiko Ibi	$5,870	USA	NA
tt0189009	A Place in the Land	PT32M	English	NA	NA	6.5	Documentary/Short	Charles Guggenheim	NA	USA	NA
tt0189121	Sunrise Over Tiananmen Square	PT29M	English		NA	8.1	Documentary/Animation/Short/Biography	Shui-Bo Wang	NA	Canada	NA
tt0120591	Armageddon	PT2H31M	English	Jonathan HensleighJ.J. AbramsTony GilroyShane SalernoRobert Roy PoolJonathan Hensleigh	PG-13	6.7	Action/Adventure/Sci-Fi/Thriller	Michael Bay	$201,573,391	USA	$140,000,000
            
tt0120746	The Mask of Zorro	PT2H16M	English	Johnston McCulleyTed ElliottTerry RossioRandall JahnsonJohn EskowTed ElliottTerry Rossio	PG-13	6.7	Action/Adventure/Comedy/Romance/Thriller/Western	Martin Campbell	NA	USA	$65,000,000
            
tt0120751	Mighty Joe Young	PT1H54M	English	Merian C. CooperRuth RoseMark RosenthalLawrence Konner	PG	5.6	Action/Adventure/Family/Fantasy/Thriller	Ron Underwood	NA	USA	$90,000,000
            
tt0118799	La vita è bella	PT1H56M	Italian	Vincenzo CeramiRoberto Benigni	PG-13	8.6	Comedy/Drama/Romance/War	Roberto Benigni	$57,598,247	Italy	$20,000,000
            
tt0120780	Out of Sight	PT2H3M	English	Elmore LeonardScott Frank	R	7.0	Crime/Drama/Romance/Thriller	Steven Soderbergh	NA	USA	$48,000,000
            
tt0140888	Central do Brasil	PT1H53M	Portuguese	Marcos BernsteinJoão Emanuel CarneiroWalter Salles	R	8.0	D/r/a/m/a	Walter Salles	$5,595,428	Brazil	$2,900,000
            
tt0118849	Bacheha-Ye aseman	PT1H29M	Persian	Majid Majidi	PG	8.3	Drama/Family	Majid Majidi	$925,402	Iran	$180,000
            
tt0120274	Tango	PT1H55M	Spanish	Carlos Saura	PG-13	7.2	Drama/Musical	Carlos Saura	$1,687,311	Spain	ESP&nbsp;700,000,000
            
tt0176415	El abuelo	PT2H31M	Spanish	José Luis GarciBenito Pérez GaldósHoracio Valcárcel	PG	7.5	D/r/a/m/a	José Luis Garci	$50,037	Spain	ESP&nbsp;400,000,000
            
tt0120623	A Bug's Life	PT1H35M	English	John LasseterAndrew StantonJoe RanftAndrew StantonDon McEneryBob Shaw	G	7.2	Animation/Adventure/Comedy/Family/Fantasy	John LasseterAndrew Stanton	NA	USA	$120,000,000
            
tt0120762	Mulan	PT1H28M	English	Robert D. San SouciRita HsiaoChris SandersPhilip LaZebnikRaymond SingerEugenia Bostwick-SingerDean DeBloisJohn SanfordChris WilliamsTim HodgeJulius AguimatangBurny MattinsonLorna CookBarry JohnsonThom EnriquezEd GombertJoe GrantFloyd NormanLinda WoolvertonJodi Ann JohnsonAlan OrmsbyDavid ReynoldsDon DoughertyJorgen KlubienDenis RichJoe EkersTheodore NewtonLarry SchollDaan JippesFrank NissenJeff SnowAnonymous	G	7.6	Animation/Adventure/Family/Fantasy/Musical/War	Tony BancroftBarry Cook	NA	USA	$90,000,000
            
tt0129290	Patch Adams	PT1H55M	English	Patch AdamsMaureen MylanderSteve Oedekerk	PG-13	6.7	Biography/Comedy/Drama/Romance	Tom Shadyac	NA	USA	$90,000,000
            
tt0120794	The Prince of Egypt	PT1H39M	English	Philip LaZebnikNicholas Meyer	PG	7.1	Animation/Adventure/Drama/Family/Fantasy/Musical	Brenda ChapmanSteve HicknerSimon Wells	$101,217,900	USA	$70,000,000
            
tt0120595	Babe: Pig in the City	PT1H37M	English	George MillerJudy MorrisMark LamprellDick King-Smith	G	5.8	Adventure/Comedy/Drama/Family/Fantasy	George Miller	NA	Australia	$80,000,000
            
tt0119314	The Horse Whisperer	PT2H49M	English	Nick EvansEric RothRichard LaGravenese	PG-13	6.6	Drama/Romance/Western	Robert Redford	NA	USA	$60,000,000
            
tt0120800	Quest for Camelot	PT1H26M	English	Vera ChapmanKirk DeMiccoWilliam SchifrinJacqueline FeatherDavid Seidler	G	6.3	Animation/Adventure/Comedy/Drama/Family/Fantasy/Musical	Frederik Du Chau	$22,717,758	USA	$40,000,000
            
tt0179011	Bunny	PT7M	English	Chris Wedge	Unrated	6.8	Animation/Short/Comedy/Family/Fantasy	Chris Wedge	NA	USA	NA
tt0188723	Jolly Roger	PT12M	English		NA	6.5	Animation/Short/Adventure/Comedy/Family	Mark Baker	NA	UK	NA
tt0188913	More	PT6M	None	Mark Osborne	NA	8.2	Sci-Fi/Short/Animation	Mark Osborne	NA	USA	NA
tt0188478	The Canterbury Tales	NA	English		NA	6.5	A/n/i/m/a/t/i/o/n	NA	NA	Russia	NA
tt0189205	Når livet går sin vej	PT11M	Danish	Stefan Fjeldmark	NA	6.9	Family/Short/Animation	Stefan FjeldmarkKarsten Kiilerich	NA	Denmark	NA
tt0189179	Valgaften	PT11M	Danish	Anders Thomas Jensen	Not Rated	7.4	Short/Comedy	Anders Thomas Jensen	NA	Denmark	NA
tt0188533	Culture	PT29M	English	Will SpeckJosh Gordon	NA	6.8	Short/Comedy	Josh GordonWill Speck	NA	USA	NA
tt0188667	Holiday Romance	PT19M	English	Clive Hopkins	NA	6.9	Comedy/Short	J.J. Keith	NA	UK	NA
tt0188485	La carte postale	PT18M	French	Vivian Goffette	NA	7.4	Family/Short/Drama	Vivian Goffette	NA	Belgium	NA
tt0189186	Victor	PT18M	Swedish	Joel BergvallSimon Sandquist	NA	7.8	Short/Family	Joel BergvallSimon Sandquist	NA	Sweden	NA
tt0120684	Gods and Monsters	PT1H45M	English	Christopher BramBill Condon	R	7.5	Biography/Drama	Bill Condon	$6,390,032	USA	$3,500,000
            
tt0120324	A Simple Plan	PT2H1M	English	Scott B. SmithScott B. Smith	R	7.5	Crime/Drama/Thriller	Sam Raimi	$16,311,763	UK	$17,000,000
            
tt0119942	Primary Colors	PT2H23M	English	Joe KleinElaine May	R	6.7	Comedy/Drama	Mike Nichols	$38,966,057	UK	$65,000,000
            
tt0118798	Bulworth	PT1H48M	English	Warren BeattyWarren BeattyJeremy Pikser	R	6.8	Comedy/Drama/Romance	Warren Beatty	$26,525,834	USA	$30,000,000
            
tt0120382	The Truman Show	PT1H43M	English	Andrew Niccol	PG	8.1	Comedy/Drama/Sci-Fi	Peter Weir	NA	USA	$60,000,000
            
tt0162661	Sleepy Hollow	PT1H45M	English	Washington IrvingKevin YagherAndrew Kevin WalkerAndrew Kevin Walker	R	7.4	Fantasy/Horror/Mystery	Tim Burton	NA	Germany	$100,000,000
            
tt0166485	Anna and the King	PT2H28M	English	Anna LeonowensSteve MeersonPeter Krikes	PG-13	6.7	Drama/History/Romance	Andy Tennant	NA	USA	$92,000,000
            
tt0124315	The Cider House Rules	PT2H6M	English	John IrvingJohn Irving	PG-13	7.4	Drama/Romance	Lasse Hallström	NA	USA	$24,000,000
            
tt0134119	The Talented Mr. Ripley	PT2H19M	English	Patricia HighsmithAnthony Minghella	R	7.4	Crime/Drama/Thriller	Anthony Minghella	NA	USA	$40,000,000
            
tt0151568	Topsy-Turvy	PT2H34M	English	Mike Leigh	R	7.4	Biography/Comedy/Drama/History/Music/Musical	Mike Leigh	$6,201,757	UK	&pound;10,000,000
            
tt0169547	American Beauty	PT2H2M	English	Alan Ball	R	8.4	D/r/a/m/a	Sam Mendes	NA	USA	$15,000,000
            
tt0120834	Snow Falling on Cedars	PT2H7M	English	David GutersonRonald BassScott Hicks	PG-13	6.8	Drama/Mystery/Romance/Thriller	Scott Hicks	$14,378,353	USA	$35,000,000
            
tt0172396	The End of the Affair	PT1H42M	English	Graham GreeneNeil Jordan	R	7.1	Drama/Romance	Neil Jordan	$10,660,147	UK	$23,000,000
            
tt0140352	The Insider	PT2H37M	English	Marie BrennerEric RothMichael Mann	R	7.9	Biography/Drama/Thriller	Michael Mann	$28,965,197	USA	$68,000,000
            
tt0120866	Titus	PT2H42M	English	William ShakespeareJulie Taymor	R	7.2	Drama/History/Thriller	Julie Taymor	$1,921,350	USA	NA
tt0230591	One Day in September	PT1H34M	English		R	7.9	Documentary/History/Sport	Kevin Macdonald	$155,158	Switzerland	NA
tt0186508	Buena Vista Social Club	PT1H45M	English	Wim WendersNick Gold	G	7.6	Documentary/Music	Wim Wenders	$6,997,620	Germany	NA
tt0187859	Genghis Blues	PT1H28M	English	Roko Belic	Not Rated	8.0	D/o/c/u/m/e/n/t/a/r/y	Roko Belic	$323,881	USA	NA
tt0181733	On the Ropes	PT1H34M	English		NA	7.5	Documentary/Drama/Sport	Nanette BursteinBrett Morgen	$47,074	USA	NA
tt0181835	Speaking in Strings	PT1H13M	English		Not Rated	6.8	D/o/c/u/m/e/n/t/a/r/y	Paola di Florio	NA	USA	NA
tt0239528	King Gimp	PT39M	English	Dan Keplinger	NA	7.7	Documentary/Short	Susan Hannah HadaryWilliam A. Whiteford	NA	USA	NA
tt0239379	Eyewitness	NA	NA	NA	NA	7.5	Documentary/Short	Bert Van Bork	NA	USA	NA
tt0240216	The Wildest Show in the South: The Angola Prison Rodeo	PT30M	English	NA	NA	6.5	Documentary/Short/Sport	Simeon Soffer	NA	USA	NA
tt0133093	The Matrix	PT2H16M	English	Lilly WachowskiLana Wachowski	R	8.7	Action/Sci-Fi	Lana WachowskiLilly Wachowski	NA	USA	$63,000,000
            
tt0137523	Fight Club	PT2H19M	English	Chuck PalahniukJim Uhls	R	8.8	D/r/a/m/a	David Fincher	NA	USA	$63,000,000
            
tt0120915	Star Wars: Episode I - The Phantom Menace	PT2H16M	English	George Lucas	PG	6.5	Action/Adventure/Fantasy/Sci-Fi	George Lucas	NA	USA	$115,000,000
            
tt0164912	Stuart Little	PT1H24M	English	E.B. WhiteM. Night ShyamalanGreg Brooker	PG	5.9	Adventure/Comedy/Family/Fantasy	Rob Minkoff	NA	Germany	$133,000,000
            
tt0167404	The Sixth Sense	PT1H47M	English	M. Night Shyamalan	PG-13	8.1	Drama/Mystery/Thriller	M. Night Shyamalan	NA	USA	$40,000,000
            
tt0185125	Todo sobre mi madre	PT1H41M	Spanish	Pedro Almodóvar	R	7.9	D/r/a/m/a	Pedro Almodóvar	$8,264,530	Spain	NA
tt0181530	Est - Ouest	PT2H1M	French	Rustam IbragimbekovSergei BodrovLouis GardelRégis Wargnier	PG-13	7.5	Adventure/Drama/History/Romance	Régis Wargnier	$2,775,520	Russia	$11,500,000
            
tt0210727	Himalaya - l'enfance d'un chef	PT1H48M	Tibetan	Nathalie AzoulaiOlivier DazatLouis GardelJean-Claude GuillebaudEric Valli	NA	7.5	D/r/a/m/a	Eric ValliMichel Debats	$2,481,690	France	NA
tt0181830	Solomon and Gaenor	PT1H45M	English	Paul Morrison	R	7.0	Drama/Romance	Paul Morrison	$301,754	UK	NA
tt0158302	Under solen	PT2H10M	Swedish	H.E. BatesJohanna HaldDavid NealColin Nutley	NA	6.8	Drama/Romance	Colin Nutley	$288,083	Sweden	NA
tt0145660	Austin Powers: The Spy Who Shagged Me	PT1H35M	English	Mike MyersMichael McCullersMike Myers	PG-13	6.6	Action/Adventure/Comedy/Crime	Jay Roach	NA	USA	$33,000,000
            
tt0182789	Bicentennial Man	PT2H12M	English	Isaac AsimovIsaac AsimovRobert SilverbergNicholas Kazan	PG	6.9	Comedy/Drama/Sci-Fi	Chris Columbus	$58,220,776	USA	$100,000,000
            
tt0123964	Life	PT1H48M	English	Robert RamseyMatthew Stone	R	6.7	Comedy/Crime/Drama	Ted Demme	$63,844,974	USA	$80,000,000
            
tt0120802	Le violon rouge	PT2H10M	French	Don McKellarFrançois Girard	R	7.7	Drama/Music/Mystery/Romance	François Girard	$9,473,382	Canada	$10,000,000
            
tt0145653	Angela's Ashes	PT2H25M	English	Frank McCourtLaura JonesAlan Parker	R	7.3	D/r/a/m/a	Alan Parker	$13,038,660	USA	$50,000,000
            
tt0120855	Tarzan	PT1H28M	English	Tab MurphyBob TzudikerNoni WhiteStephen J. AndersonMark KennedyCarole HollidayGaëtan BrizziPaul BrizziDon DoughertyEd GombertRandy HaycockDon HallKevin HarkeyGlen KeaneBurny MattinsonFrank NissenJohn NortonJeff SnowMichael SurreyChris UreMark WaltonStevie WermersKelly WightmanJohn RamirezEdgar Rice Burroughs	G	7.3	Animation/Adventure/Family/Romance	Chris BuckKevin Lima	NA	USA	$130,000,000
            
tt0175880	Magnolia	PT3H8M	English	Paul Thomas Anderson	R	8.0	D/r/a/m/a	Paul Thomas Anderson	NA	USA	$37,000,000
            
tt0166943	Music of the Heart	PT2H4M	English	Pamela Gray	PG	6.8	Drama/Music	Wes Craven	NA	USA	$27,000,000
            
tt0158983	South Park: Bigger, Longer & Uncut	PT1H21M	English	Trey ParkerMatt StoneTrey ParkerMatt StonePam Brady	R	7.8	Animation/Comedy/Fantasy/Musical	Trey Parker	$52,008,288	USA	$21,000,000
            
tt0120363	Toy Story 2	PT1H32M	English	John LasseterPete DocterAsh BrannonAndrew StantonAndrew StantonRita HsiaoDoug ChamberlinChris Webb	G	7.9	Animation/Adventure/Comedy/Family/Fantasy	John LasseterAsh BrannonLee Unkrich	$245,852,179	USA	$90,000,000
            
tt0120689	The Green Mile	PT3H9M	English	Stephen KingFrank Darabont	R	8.5	Crime/Drama/Fantasy/Mystery	Frank Darabont	NA	USA	$60,000,000
            
tt0207639	The Old Man and the Sea	PT20M	English	Ernest HemingwayAleksandr Petrov	NA	8.1	Animation/Short/Adventure/Drama	Aleksandr Petrov	NA	Russia	NA
tt0239206	3 Misses	PT11M	None	Paul Driessen	NA	6.1	Animation/Short/Comedy	Paul Driessen	NA	Netherlands	NA
tt0192145	Humdrum	PT7M	English	Peter Peake	NA	6.7	Animation/Short/Comedy	Peter Peake	NA	UK	NA
tt0210853	My Grandmother Ironed the King's Shirts	PT11M	English	Torill Kove	NA	6.9	Animation/Short/Biography/Family	Torill Kove	NA	Canada	NA
tt0200282	When the Day Breaks	PT10M	English	Wendy Tilby	NA	6.8	Animation/Short/Comedy/Drama/Fantasy/Musical	Amanda ForbisWendy Tilby	NA	Canada	NA
tt0177023	My Mother Dreams the Satan's Disciples in New York	PT30M	English	Rex Pickett	NA	7.2	S/h/o/r/t	Barbara Schock	NA	USA	NA
tt0236386	Killing Joe	PT41M	English	Chris Fallon	NA	6.5	S/h/o/r/t	Mehdi Norowzian	NA	UK	&pound;100,000
            
tt0200780	Kleingeld	PT15M	German	Marc-Andreas Bochert	NA	7.5	Short/Drama	Marc-Andreas Bochert	NA	Germany	NA
tt0239583	Stora & små mirakel	PT25M	Swedish	Pia Gradvall	NA	6.8	S/h/o/r/t	Marcus Olsson	NA	Sweden	NA
tt0191850	Bror, min bror	PT20M	Danish	Michael W. Horsten	NA	6.9	Short/Family	Henrik Ruben Genz	NA	Denmark	NA
tt0120616	The Mummy	PT2H4M	English	Stephen SommersLloyd FonvielleKevin JarreStephen SommersJohn L. BalderstonNina Wilcox PutnamRichard Schayer	PG-13	7.0	Action/Adventure/Fantasy	Stephen Sommers	$155,247,825	USA	$80,000,000
            
tt0126886	Election	PT1H43M	English	Tom PerrottaAlexander PayneJim Taylor	R	7.3	Comedy/Drama/Romance	Alexander Payne	$14,879,556	USA	$25,000,000
            
tt0120601	Being John Malkovich	PT1H53M	English	Charlie Kaufman	R	7.8	Comedy/Drama/Fantasy	Spike Jonze	$22,858,926	USA	$13,000,000
            
tt0190332	Wo hu cang long	PT2H	Mandarin	Du Lu WangHui-Ling WangJames SchamusKuo Jung Tsai	PG-13	7.9	Action/Adventure/Fantasy/Romance	Ang Lee	NA	Taiwan	$17,000,000
            
