ID,圖片網址,,座標,地址,候選人名稱,次要,共同,看板標語,標語 tag,黨徽,可能須排除,原始答案
1,/proj-assets/election-board/uploads/images/1538387921-b04b57fa3fe29edb2a5dd1d68b8682aa.jpeg,7,POINT(25.0459888888889 121.567436111111),台北信義台北市東西向快速道路276號,葉智遠,,,"讓台灣走得遠,爭取學生坐捷運免費","政策,學生",,,葉智遠=3 =0
2,/proj-assets/election-board/uploads/images/1538387972-0dc76e6df28b992e5fa3fa23598d4412.jpeg,7,POINT(25.0453194444444 121.568838888889),台北信義永吉路30巷3號,秦慧珠,,,博士,學歷,,,秦慧珠=2 =0
3,/proj-assets/election-board/uploads/images/1538388056-828985c872c943722bb85cc2cd09105a.jpeg,7,POINT(25.0490888888889 121.565588888889),台北松山東興路22號,戴錫欽,,,戴動台北,姓名諧音,,,戴錫欽=7 許家蓓=3 =0
3,/proj-assets/election-board/uploads/images/1538388056-828985c872c943722bb85cc2cd09105a.jpeg,7,POINT(25.0490888888889 121.565588888889),台北松山東興路22號,許家蓓,,,,,,,戴錫欽=7 許家蓓=3 =0
4,/proj-assets/election-board/uploads/images/1538388053-4e07eec3f16112ee220ce9d04f9db133.jpeg,7,POINT(24.9771388888889 121.444961111111),新北土城學府路二段222號,曾進益,,蘇貞昌,議員第一衝,姓名諧音,,,曾進益=3 蘇貞昌=1 =0
4,/proj-assets/election-board/uploads/images/1538388053-4e07eec3f16112ee220ce9d04f9db133.jpeg,7,POINT(24.9771388888889 121.444961111111),新北土城學府路二段222號,蘇貞昌,,曾進益,議員第一衝,姓名諧音,,,
5,/proj-assets/election-board/uploads/images/1538388101-c00f2a8aa484e8d60ca7b17b9e219fe3.jpeg,7,POINT(25.0630027777778 121.516463888889),台北大同民權西路153號,葉林傳,,,民意傳真,姓名諧音,,,葉林傳=5 =0
6,/proj-assets/election-board/uploads/images/1538388101-78b427c8d4605a6c89681f95b7160a3d.jpeg,7,POINT(24.9926916666667 121.541694444444),台北文山羅斯福路6段216號景美站,歐陽龍,,,"誠懇信任,用愛打造新台北",,,,歐陽龍=2 耿葳=2 =0
6,/proj-assets/election-board/uploads/images/1538388101-78b427c8d4605a6c89681f95b7160a3d.jpeg,7,POINT(24.9926916666667 121.541694444444),台北文山羅斯福路6段216號景美站,耿葳,,,,,,,歐陽龍=2 耿葳=2 =0
7,/proj-assets/election-board/uploads/images/1538388137-015bd87c9cf4145f68aab82d8d2759ed.jpeg,7,POINT(25.0630055555556 121.51645),台北大同民權西路153號,林國成,,,"民生第一,台北監督連線",所屬團體,,,林國成=2 =0
8,/proj-assets/election-board/uploads/images/1538388153-41bec3864e38d5f31e47133b3f5fcf03.jpeg,7,POINT(24.99255 121.542397222222),台北文山景中街30巷6號,李柏毅,,,毅心為您,姓名諧音,,,李柏毅=3 =0
9,/proj-assets/election-board/uploads/images/1538388195-bb8e3202e678d334188ca26f6e88237e.jpeg,7,POINT(25.0489666666667 121.565313888889),台北松山八德路四段261號,洪健益,,,彰化芳苑囝仔,家鄉,,,洪健益=5 =0
10,/proj-assets/election-board/uploads/images/1538388224-9ff284696bcbd752618453275f609fda.jpeg,8,POINT(25.1363111111111 121.504197222222),台北北投光明路218-1號,陳重文,,丁守中,攜手拚臺北驕傲,,,,丁守中=3 陳重文=5 =0
10,/proj-assets/election-board/uploads/images/1538388224-9ff284696bcbd752618453275f609fda.jpeg,8,POINT(25.1363111111111 121.504197222222),台北北投光明路218-1號,丁守中,,陳重文,,,,,
10,/proj-assets/election-board/uploads/images/1538388224-9ff284696bcbd752618453275f609fda.jpeg,8,POINT(25.1363111111111 121.504197222222),台北北投光明路218-1號,陳重文,,,"成功爭取台北市三歲＆四歲幼兒每學期學費補助 13,660 元","政策,幼童",,,
11,/proj-assets/election-board/uploads/images/1538388199-ffebf82ac371d870e32a638b82c11c1e.jpeg,7,POINT(25.0494222222222 121.565269444444),台北松山東興路16號1樓,王正德,,,,,,,戴錫欽=4 王正德=3 許家蓓=4 =0
12,/proj-assets/election-board/uploads/images/1538388340-8d711b5f6729e6a056b89a393e4e1707.jpeg,7,POINT(24.9612666666667 121.406380555556),新北樹林柑園街一段16號,廖宜琨,,,青世代照顧下一代,幼童,,,廖宜琨=5 戴錫欽=1 =0
13,/proj-assets/election-board/uploads/images/1538388379-0a749596fb28cdd0f5972b2c511aedc8.jpeg,7,POINT(24.97575 121.445366666667),新北土城中正路84號,侯友宜,,,新北市 友宜贏 牽起我們的好日子,,,,侯友宜=5 戴錫欽=1 =0
14,/proj-assets/election-board/uploads/images/1538388771-5e4c244f7305666e81d4cf93988114be.jpeg,7,POINT(24.9690944444444 121.404761111111),新北樹林八德街437號,彭成龍,"蘇巧慧,蘇貞昌",,綠色連線 用心服務 懇請支持,,,,彭成龍=5 蘇貞昌=2 =0
15,/proj-assets/election-board/uploads/images/1538388820-4a93605c1cea66635ab537a9bbd7f023.jpeg,7,POINT(25.0299511725679 121.516396993856),,吳志剛,,,問政專業 服務用心,,,,吳志剛=5 郭昭巖=4 =0
15,/proj-assets/election-board/uploads/images/1538388820-4a93605c1cea66635ab537a9bbd7f023.jpeg,7,POINT(25.0299511725679 121.516396993856),,郭昭巖,,,,,,,
16,/proj-assets/election-board/uploads/images/1538390334-a8ba9358b5a8b64ba4210d08b00a3ee0.jpg,7,POINT(22.6881291173454 120.345769340904),（大埔鐵板燒）,戴錫欽,,,戴動台北,姓名諧音,,,戴錫欽=7 =0
17,/proj-assets/election-board/uploads/images/1538392940-572788cce2f5e291f0114a5f8f9bf585.jpeg,7,POINT(25.0516916666667 121.557419444444),台北松山南京東路五段1號,陳永德,,,永德你心,姓名諧音,,,陳永德=7 =0
19,/proj-assets/election-board/uploads/images/1538401063-5eb4b7d904fa799fc68d1ca9068d544c.jpeg,7,POINT(24.9635194444444 121.333738888889),新北鶯歌鶯桃路388號,蘇泓欽,,,崛起的一戰 要鶯歌 更進步,,,,蘇泓欽=3 陳又新=1 =0
20,/proj-assets/election-board/uploads/images/1538403087-a596a7ea39387ee2f8e0b77e24aa208a.jpeg,7,POINT(25.0557833333333 121.581336111111),台北內湖新明路338巷5號,江志銘,,,大家的好朋友,,,,江志銘=4 =0
21,/proj-assets/election-board/uploads/images/1538404192-34a72d2885aa79fbb1fb026d70bebcf3.jpg,7,POINT(25.0597206 121.5334672),台北中山松江路261號,陳炳甫,,,專業問政 熱忱服務,,,,陳炳甫=2 =0
22,/proj-assets/election-board/uploads/images/1538404303-3db5cd2b2a4595dc589aabb6b3383fbb.jpg,7,POINT(25.0614066977138 121.534906782617),台北中山民權東路二段152巷8號,林國成,,,"我在您左右,GO!,WITH YOU",,,,林國成=3 =0
23,/proj-assets/election-board/uploads/images/1538445272-1ae447249d2e5652f059012dcdd88975.jpg,7,POINT(25.01225 121.515297222222),新北永和中興街1號,許昭興,,,一直在您身邊的好朋友 FRIEND,,,,侯友宜=2 羅文崇=2 許昭興=2 陳鴻源=2 =0
23,/proj-assets/election-board/uploads/images/1538445272-1ae447249d2e5652f059012dcdd88975.jpg,7,POINT(25.01225 121.515297222222),新北永和中興街1號,侯友宜,,陳鴻源,"開放的新北！建設的永和！期待的明日！,安居樂業+進步家園",,,,侯友宜=2 羅文崇=2 許昭興=2 陳鴻源=2 =0
23,/proj-assets/election-board/uploads/images/1538445272-1ae447249d2e5652f059012dcdd88975.jpg,7,POINT(25.01225 121.515297222222),新北永和中興街1號,陳鴻源,,侯友宜,"開放的新北！建設的永和！期待的明日！,安居樂業+進步家園",,,,侯友宜=2 羅文崇=2 許昭興=2 陳鴻源=2 =0
23,/proj-assets/election-board/uploads/images/1538445272-1ae447249d2e5652f059012dcdd88975.jpg,7,POINT(25.01225 121.515297222222),新北永和中興街1號,羅文崇,,,"永和,文創",,,,侯友宜=2 羅文崇=2 許昭興=2 陳鴻源=2 =0
24,/proj-assets/election-board/uploads/images/1538446412-f9c03a6b756535844a4feef35207de80.jpeg,7,POINT(25.0492027777778 121.568480555556),台北松山八德路四段348號,洪健益,,,認真 彰化芳苑囝仔,家鄉,,,洪健益=2 =0
25,/proj-assets/election-board/uploads/images/1538448143-9e7594a87370d86ff5db719c4b0fc3ae.jpeg,7,POINT(25.0686287 121.6147024),台北內湖東湖路86號,王孝維,,,"有孝率 有作維,市政不能裝肖維 議會需要王孝維",姓名諧音,,,
25,/proj-assets/election-board/uploads/images/1538448143-9e7594a87370d86ff5db719c4b0fc3ae.jpeg,7,POINT(25.0686287 121.6147024),台北內湖東湖路86號,黃珊珊,,,律師,經歷,,,
26,/proj-assets/election-board/uploads/images/1538448623-443d00c3a7b6e5e0d288baf232989a14.jpeg,7,POINT(25.0671244 121.6113254),台北內湖康寧路三段捷運東湖站,李明賢,,,為港湖發聲,,,,李明賢=6 王孝維=5 蕭新晟=4 =0
26,/proj-assets/election-board/uploads/images/1538448623-443d00c3a7b6e5e0d288baf232989a14.jpeg,7,POINT(25.0671244 121.6113254),台北內湖康寧路三段捷運東湖站,王孝維,,,有孝率有作維,姓名諧音,,,李明賢=6 王孝維=5 蕭新晟=4 =0
26,/proj-assets/election-board/uploads/images/1538448623-443d00c3a7b6e5e0d288baf232989a14.jpeg,7,POINT(25.0671244 121.6113254),台北內湖康寧路三段捷運東湖站,蕭新晟,,,科技代議士,,,,李明賢=6 王孝維=5 蕭新晟=4 =0
27,/proj-assets/election-board/uploads/images/1538448731-c4a63fc64a4c2f0c12e49dbc93ec9af0.jpeg,7,POINT(25.0671244 121.6113254),台北內湖康寧路三段捷運東湖站,趙家蓉,,,健康活力新港湖,,,,蕭新晟=7 趙家蓉=1
28,/proj-assets/election-board/uploads/images/1538448737-d98106f2d3fb6eb763fd375742b8a7be.jpg,7,POINT(25.0625196351534 121.533217554264),台北中山民權松江路口,林國成,,,0,,,,林國成=1 葉林傳=3 =0
28,/proj-assets/election-board/uploads/images/1538448737-d98106f2d3fb6eb763fd375742b8a7be.jpg,7,POINT(25.0625196351534 121.533217554264),台北中山民權松江路口,葉林傳,,,0,,,,林國成=1 葉林傳=3 =0
29,/proj-assets/election-board/uploads/images/1538448832-f077d04d76fc68b618ff7471342c2102.jpg,7,POINT(25.0484241208379 121.559496899475),台北松山八德路四段37號,洪士奇,柯文哲,,醫師世代崛起,經歷,,,徐立信=2 李慶元=2 林國成=2 洪士奇=3 陳政忠=2 黃珊珊=2 =0
29,/proj-assets/election-board/uploads/images/1538448832-f077d04d76fc68b618ff7471342c2102.jpg,7,POINT(25.0484241208379 121.559496899475),台北松山八德路四段37號,徐立信,,台北監督連線等五人,民生第一，台北監督連線,所屬團體,,,徐立信=2 李慶元=2 林國成=2 洪士奇=3 陳政忠=2 黃珊珊=2 =0
29,/proj-assets/election-board/uploads/images/1538448832-f077d04d76fc68b618ff7471342c2102.jpg,7,POINT(25.0484241208379 121.559496899475),台北松山八德路四段37號,李慶元,,台北監督連線等五人,民生第一，台北監督連線,所屬團體,,,徐立信=2 李慶元=2 林國成=2 洪士奇=3 陳政忠=2 黃珊珊=2 =0
29,/proj-assets/election-board/uploads/images/1538448832-f077d04d76fc68b618ff7471342c2102.jpg,7,POINT(25.0484241208379 121.559496899475),台北松山八德路四段37號,洪士奇,,台北監督連線等五人,民生第一，台北監督連線,所屬團體,,,徐立信=2 李慶元=2 林國成=2 洪士奇=3 陳政忠=2 黃珊珊=2 =0
29,/proj-assets/election-board/uploads/images/1538448832-f077d04d76fc68b618ff7471342c2102.jpg,7,POINT(25.0484241208379 121.559496899475),台北松山八德路四段37號,黃珊珊,,台北監督連線等五人,民生第一，台北監督連線,所屬團體,,,徐立信=2 李慶元=2 林國成=2 洪士奇=3 陳政忠=2 黃珊珊=2 =0
29,/proj-assets/election-board/uploads/images/1538448832-f077d04d76fc68b618ff7471342c2102.jpg,7,POINT(25.0484241208379 121.559496899475),台北松山八德路四段37號,陳政忠,,台北監督連線等五人,民生第一，台北監督連線,所屬團體,,,徐立信=2 李慶元=2 林國成=2 洪士奇=3 陳政忠=2 黃珊珊=2 =0
29,/proj-assets/election-board/uploads/images/1538448832-f077d04d76fc68b618ff7471342c2102.jpg,7,POINT(25.0484241208379 121.559496899475),台北松山八德路四段37號,林國成,,台北監督連線等五人,民生第一，台北監督連線,所屬團體,,,徐立信=2 李慶元=2 林國成=2 洪士奇=3 陳政忠=2 黃珊珊=2 =0
30,/proj-assets/election-board/uploads/images/1538448816-a09b2c835782bb49ace9be0510ab072a.jpeg,7,POINT(25.0671244 121.6113254),台北內湖康寧路三段捷運東湖站,江志銘,"林佳龍,林右昌",,做得不錯要乎伊繼續做,,,,江志銘=4 王孝維=5 =0
31,/proj-assets/election-board/uploads/images/1538464570-f5eeeb505a4e179096ad3c5781f32582.jpg,7,POINT(25.040902139806 121.577838701058),台北信義松山路,洪健益,,,"認真,彰化芳苑囝仔",經歷,,,洪健益=1 =0
32,/proj-assets/election-board/uploads/images/1538464649-284c8a04afc9934c3f19407ff45f003a.jpg,6,POINT(25.0409529722222 121.577854972222),台北信義松山路,戴錫欽,,,戴動台北,姓名諧音,,,戴錫欽=2 洪士奇=2 王鴻薇=2 =0
32,/proj-assets/election-board/uploads/images/1538464649-284c8a04afc9934c3f19407ff45f003a.jpg,6,POINT(25.0409529722222 121.577854972222),台北信義松山路,王鴻薇,,,最好的選擇,,,,戴錫欽=2 洪士奇=2 王鴻薇=2 =0
32,/proj-assets/election-board/uploads/images/1538464649-284c8a04afc9934c3f19407ff45f003a.jpg,6,POINT(25.0409529722222 121.577854972222),台北信義松山路,洪士奇,柯文哲,,醫師世代崛起,經歷,,,戴錫欽=2 洪士奇=2 王鴻薇=2 =0
33,/proj-assets/election-board/uploads/images/1538473204-9017e5b11077637ccbf679b20233ad91.jpg,6,POINT(25.0210258236212 121.543273958972),台北市大安區羅斯福路四段1號,阮昭雄,,,城市安全推動者,,,,阮昭雄=3 =0
34,/proj-assets/election-board/uploads/images/1538476205-9f4e06352ad72f6fee7dfdc9657e64f5.jpeg,6,POINT(25.0508194444444 121.565588888889),台北市松山區南京東路五段230號,秦慧珠,,,,,,,秦慧珠=2 =0
35,/proj-assets/election-board/uploads/images/1538476276-2329f10432dbd136c898b8e5709ff9ab.jpeg,6,POINT(25.0508555555556 121.565558333333),,葉智遠,,,讓台灣走得遠,,,,秦慧珠=1 葉智遠=3 =0
36,/proj-assets/election-board/uploads/images/1538484113-20bee1950d880de5ac22a21cfbfc3157.jpg,6,POINT(25.0725444 121.369715),新北市林口區文化二路一段232號,蔡淑君,,,淑君阿姨 效率第一,,,,蔡淑君=2 =0
37,/proj-assets/election-board/uploads/images/1538491397-d226253daaa7b572f2dcc3276766b0aa.jpeg,6,POINT(25.0317111111111 121.554322222222),台北市大安區通化街19-1號,陳錦祥,,,議會領航 懇請支持,,,,陳錦祥=3 =0
38,/proj-assets/election-board/uploads/images/1538497352-7168ca4534ecddc74411eea8a4801eae.jpg,7,POINT(25.0167141666667 121.532817222222),台北市大安區新生南路三段106號3樓,徐立信,柯文哲,,無色覺醒 民生第一,,,,徐立信=3 柯文哲=3 =0
39,/proj-assets/election-board/uploads/images/1538532943-233e7e043483b0a5ac2b1dac1c19f707.jpeg,6,POINT(24.9897805555556 121.541533333333),台北市文山區景興路282巷7號,簡舒培,,,溫柔力量 攜手向前,,,,簡舒培=3 阮昭雄=3 =0
39,/proj-assets/election-board/uploads/images/1538532943-233e7e043483b0a5ac2b1dac1c19f707.jpeg,6,POINT(24.9897805555556 121.541533333333),台北市文山區景興路282巷7號,阮昭雄,,,城市安全推動者,,,,簡舒培=3 阮昭雄=3 =0
40,/proj-assets/election-board/uploads/images/1538533756-7e347346f8a4f5323e1b5b9a960a6ced.jpeg,6,POINT(25.0219472222222 121.550819444444),台北市大安區樂業街73號,阮昭雄,,,,,,,阮昭雄=4 =0
41,/proj-assets/election-board/uploads/images/1538534719-50787820e6a54b8bd6738b0b13859901.jpeg,6,POINT(25.0553790160941 121.616470674869),台北市南港區經貿二路,黃珊珊,,,不忘初衷,,,,黃珊珊=4 =0
43,/proj-assets/election-board/uploads/images/1538535891-4a400b94255d7b4826438f8dd8bf796d.jpeg,6,POINT(25.0497213656908 121.584939083234),台北市南港區東新街5巷1弄7-2號,江志銘,,,大家的好朋友要全力相挺,,,,江志銘=4 =0
44,/proj-assets/election-board/uploads/images/1538536033-b16359ac1e6a5d210821d399b3ee3889.jpeg,6,POINT(25.0524483027111 121.602294863599),台北市南港區市民大道八段,闕枚莎,,,"寶貝未來，你我同行,成功爭取台北市三歲＆四歲幼兒每學期學費補助 13,660 元",幼童,,,闕枚莎=2 =0
45,/proj-assets/election-board/uploads/images/1538551453-10b0818ef724b482afc0d21a2d1ce4fe.jpeg,6,POINT(25.060629 121.5591084),台北市松山區富錦街376-1號,許淑華,,,認真為民 市政加分,,,,許淑華=2 =0
46,/proj-assets/election-board/uploads/images/1538574441-828251e85fe066d0511795727576ff9b.jpeg,4,POINT(23.000425 120.259491666667),台南市永康區大灣路770-3號號,陳世霖,,,為人民打拚,,,,陳世霖=2 陳宗明=2 陳秋萍=2 =0
46,/proj-assets/election-board/uploads/images/1538574441-828251e85fe066d0511795727576ff9b.jpeg,4,POINT(23.000425 120.259491666667),台南市永康區大灣路770-3號號,陳宗明,,,正義傳承 看好永康,,,,陳世霖=2 陳宗明=2 陳秋萍=2 =0
46,/proj-assets/election-board/uploads/images/1538574441-828251e85fe066d0511795727576ff9b.jpeg,4,POINT(23.000425 120.259491666667),台南市永康區大灣路770-3號號,陳秋萍,,,"用心 In Your Heart,經管碩士",學歷,,,陳世霖=2 陳宗明=2 陳秋萍=2 =0
47,/proj-assets/election-board/uploads/images/1538574573-58d0e6b8f590fc0f0418c8d607f27ba0.jpeg,4,POINT(23.0092583333333 120.269225),台南市永康區大灣路129號,陳世霖,,,為人民打拚,,,,陳世霖=2 陳秋萍=1 =0
47,/proj-assets/election-board/uploads/images/1538574573-58d0e6b8f590fc0f0418c8d607f27ba0.jpeg,4,POINT(23.0092583333333 120.269225),台南市永康區大灣路129號,陳秋萍,,,"用心 In Your Heart,經管碩士",學歷,,,陳世霖=2 陳秋萍=1 =0
48,/proj-assets/election-board/uploads/images/1538574767-275d1593a9ec8886bca85cb8761fb56c.jpeg,4,POINT(23.0498786018956 120.301380071428),台南市新化區中正路990號,王清崎,,,"義工出身的參選人,懇請支持",,n,,王清崎=2 陳碧玉=2 =0
48,/proj-assets/election-board/uploads/images/1538574767-275d1593a9ec8886bca85cb8761fb56c.jpeg,4,POINT(23.0498786018956 120.301380071428),台南市新化區中正路990號,陳碧玉,,,,,,,王清崎=2 陳碧玉=2 =0
49,/proj-assets/election-board/uploads/images/1538574993-c75cc53963cbd028dafe1accdab4f33d.jpeg,4,POINT(23.0396194444444 120.306794444444),台南市新化區中正路536-540號,陳碧玉,,,,,,,陳碧玉=2 =0
50,/proj-assets/election-board/uploads/images/1538575154-4036d6b77ee7cb3d5354a00c274414ab.jpeg,4,POINT(23.0420411 120.3053409),台南市新化區台19甲線687號,李偉智,,,,,,,李偉智=2 =0
51,/proj-assets/election-board/uploads/images/1538575223-35b0da6eded930c56463846a7bdf6948.jpeg,4,POINT(23.0425513 120.3052449),台南市新化區中正路588號,李偉智,,,,,,,李偉智=3 陳碧玉=2 =0
51,/proj-assets/election-board/uploads/images/1538575223-35b0da6eded930c56463846a7bdf6948.jpeg,4,POINT(23.0425513 120.3052449),台南市新化區中正路588號,陳碧玉,,,,,,,
52,/proj-assets/election-board/uploads/images/1538575298-46838812cc4923d8a6f6a44b856c4b70.jpeg,4,POINT(23.0516111111111 120.300719444444),台南市新化區台19甲線1034號,李偉智,,,,,,,李偉智=2 陳碧玉=1 =0
52,/proj-assets/election-board/uploads/images/1538575298-46838812cc4923d8a6f6a44b856c4b70.jpeg,4,POINT(23.0516111111111 120.300719444444),台南市新化區台19甲線1034號,陳碧玉,無法辨識,,,,,,
53,/proj-assets/election-board/uploads/images/1538575365-1398da7bf9c500d552513aa092bf1ee1.jpeg,4,POINT(23.0660390550887 120.292546857605),台南市新市區台19甲線53號,陳碧玉,,,,,,,陳碧玉=1 =0
54,/proj-assets/election-board/uploads/images/1538575503-82c9b234324925dcd79e2281130ffb4d.jpeg,4,POINT(23.0703205297562 120.292339373016),台南市新市區台19甲線22號,陳碧玉,,,,,,,陳碧玉=2 =0
55,/proj-assets/election-board/uploads/images/1538575605-d6991dde4c09c5988baee2ea948610de.jpeg,4,POINT(22.9999495 120.2589647),台南市永康區永大路一段291號,馬杰睿,無法辨識,,,,,,馬杰睿=3 =0
56,/proj-assets/election-board/uploads/images/1538575672-1ea564dc5e3d394bdda7b6fd02203967.jpeg,4,POINT(23.0154219170342 120.2731265291),台南市永康區富強路一段96號,林信全,,,,,,,林信全=3 =0
57,/proj-assets/election-board/uploads/images/1538575758-9286255f070bee6654d274553ed04472.jpeg,4,POINT(23.0704139 120.2920923),台南市新市區中正路23巷2號,蘇煥智,,,再開機台南 Restart,,,,蘇煥智=3 =0
58,/proj-assets/election-board/uploads/images/1538575807-adfc9595cefcdf777815ac3b93bec4bb.jpeg,4,POINT(23.0701103 120.292431284656),台南市新市區台19甲線22號,陳碧玉,,,,,,,陳碧玉=2 =0
59,/proj-assets/election-board/uploads/images/1538575869-0b0d808e4a7fd4331d590e73c8cbb825.jpeg,4,POINT(23.0717912316921 120.292448662037),台南市新市區中正路66巷21號,李偉智,,,"改變就是現在,成功大學 碩士",學歷,,,李偉智=3 林志展=3 =0
59,/proj-assets/election-board/uploads/images/1538575869-0b0d808e4a7fd4331d590e73c8cbb825.jpeg,4,POINT(23.0717912316921 120.292448662037),台南市新市區中正路66巷21號,林志展,賴清德,,信守承諾 承擔責任,,,,李偉智=3 林志展=3 =0
60,/proj-assets/election-board/uploads/images/1538575929-de201295cbc5e065e495461f023888a5.jpeg,4,POINT(23.0753252964088 120.29622940873),台南市新市區光華街150號,李偉智,,,改變就是現在,,,,李偉智=3 陳碧玉=2 =0
60,/proj-assets/election-board/uploads/images/1538575929-de201295cbc5e065e495461f023888a5.jpeg,4,POINT(23.0753252964088 120.29622940873),台南市新市區光華街150號,陳碧玉,,,努力讓臺南更女子（好）,性別,,,
61,/proj-assets/election-board/uploads/images/1538576132-adf7da6885acc55307ab1f34ecb34610.jpeg,4,POINT(23.1328833333333 120.296180555556),台南市善化區公園路152號,陳碧玉,陳亭妃,,讓臺南更女子（好）,性別,,,林志展=1 陳碧玉=2 =0
62,/proj-assets/election-board/uploads/images/1538576184-e488445fa4a8d0e2ebfd498ca9d5746f.jpeg,4,POINT(23.1285773 120.2973206),台南市善化區建國路62號,陳碧玉,,,,,,,陳碧玉=2 =0
63,/proj-assets/election-board/uploads/images/1538576260-d7d0d68fb6de6ab84da091792f2d217a.jpeg,4,POINT(23.1244571272147 120.296385526984),台南市善化區建國路19號,林志聰,,,,,,,林志聰=4 高思博=4 =0
63,/proj-assets/election-board/uploads/images/1538576260-d7d0d68fb6de6ab84da091792f2d217a.jpeg,4,POINT(23.1244571272147 120.296385526984),台南市善化區建國路19號,高思博,,,"新台南起義,廢除暴政・追求幸福",,,,
64,/proj-assets/election-board/uploads/images/1538576361-b11dccba3a625f1cdf6b9f37394c46d0.jpeg,4,POINT(23.1245994064881 120.296040679901),台南市善化區建國路19號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,陳碧玉=2 =0
65,/proj-assets/election-board/uploads/images/1538576449-0939133ed7c262a0de6a63e9d71ad1be.jpeg,4,POINT(23.1239481957179 120.295482780426),台南市善化區中正路188巷12號,林志聰,,,堅持進步的力量,,,,林志聰=2 =0
66,/proj-assets/election-board/uploads/images/1538578630-20afd81d52dbbced074e3a7f3e0566c0.jpg,4,POINT(23.077729519008 120.289863457672),台南市新市區民權路50號,陳碧玉,,,努力讓臺南更女子（好）,性別,,,陳碧玉=1 =0
67,/proj-assets/election-board/uploads/images/1538578703-42e170cd741208c851f0c30486caf75a.jpg,4,POINT(23.0985660806838 120.290811595239),台南市新市區南137鄉道,林志聰,,,堅持進步的力量,,,,林志聰=3 =0
68,/proj-assets/election-board/uploads/images/1538578766-cddeceecda5e2ecadfbef4675f1d5566.jpg,4,POINT(23.0948457 120.2918255),台南市新市區南137鄉道192號,陳碧玉,,,努力讓臺南更女子（好）,性別,,,陳碧玉=4 =0
69,/proj-assets/election-board/uploads/images/1538578811-3a419cb8846e42f3a488cb59f0a63024.jpg,4,POINT(23.090366 120.295051),台南市新市區三舍,李文俊,,,改變ㄟ卡好,,,,李文俊=3 =0
70,/proj-assets/election-board/uploads/images/1538578960-c8cce560f0e1696862c653708f5bf277.jpg,4,POINT(23.0832835 120.2837686),台南市新市區環東路一段2號,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,李偉智=2 林志展=2 林志聰=2 陳碧玉=2 黃偉哲=2 =0
70,/proj-assets/election-board/uploads/images/1538578960-c8cce560f0e1696862c653708f5bf277.jpg,4,POINT(23.0832835 120.2837686),台南市新市區環東路一段2號,林志聰,,,"堅持進步的力量,拜託",,,,李偉智=2 林志展=2 林志聰=2 陳碧玉=2 黃偉哲=2 =0
70,/proj-assets/election-board/uploads/images/1538578960-c8cce560f0e1696862c653708f5bf277.jpg,4,POINT(23.0832835 120.2837686),台南市新市區環東路一段2號,李偉智,,,改變就是現在,,,,李偉智=2 林志展=2 林志聰=2 陳碧玉=2 黃偉哲=2 =0
70,/proj-assets/election-board/uploads/images/1538578960-c8cce560f0e1696862c653708f5bf277.jpg,4,POINT(23.0832835 120.2837686),台南市新市區環東路一段2號,林志展,黃偉哲,,延續理念,,,,李偉智=2 林志展=2 林志聰=2 陳碧玉=2 黃偉哲=2 =0
70,/proj-assets/election-board/uploads/images/1538578960-c8cce560f0e1696862c653708f5bf277.jpg,4,POINT(23.0832835 120.2837686),台南市新市區環東路一段2號,黃偉哲,賴清德,,"幸福城市 信賴選哲,向您問好",姓名諧音,,,李偉智=2 林志展=2 林志聰=2 陳碧玉=2 黃偉哲=2 =0
71,/proj-assets/election-board/uploads/images/1538579031-8c400d55a9557b4926f8d54154c42224.jpg,4,POINT(23.0811361111111 120.28605076455),台南市新市區南134鄉道,陳碧玉,,,"努力讓臺南更女子（好）,國立中山大學碩士班","性別,學歷",,,林志聰=1 陳碧玉=4 =0
72,/proj-assets/election-board/uploads/images/1538579084-f006987ff306d444522eb670b2fecfc3.jpg,4,POINT(23.0802239 120.2879709),台南市新市區民生路98號,黃俊勝,,,義無反顧,,,,林志聰=2 黃俊勝=4 =0
73,/proj-assets/election-board/uploads/images/1538579172-12f35cce7db6e0e49f9a1fe9778e9014.jpg,4,POINT(23.0804537816808 120.287396380954),台南市新市區民生路189號,李偉智,,,"改變就是現在,成功大學 碩士",學歷,,,李偉智=5 林志聰=2
74,/proj-assets/election-board/uploads/images/1538579219-3db5b307adf4b3a5a5d8c482e178b8ce.jpg,4,POINT(23.080234337043 120.287715060849),台南市新市區民生路189號,林志展,黃偉哲,,延續理念,,,,林志展=3 林志聰=1 黃俊勝=2 黃偉哲=1 =0
75,/proj-assets/election-board/uploads/images/1538579269-5a41209d32cee9bda20da505c729ad4a.jpg,4,POINT(23.082665 120.2952933),台南市新市區復興路101號,李文俊,,,改變ㄟ卡好 懇請支持,,,,李文俊=4 林志聰=1 =0
76,/proj-assets/election-board/uploads/images/1538579342-a0e29de3fe11b450b9ecf0207feee026.jpg,4,POINT(23.0720417207242 120.290104043378),台南市新市區富強路59號號,李偉智,,,"改變就是現在,成功大學 碩士",學歷,,,李偉智=4 林志聰=1 陳碧玉=4 =0
