選舉類型,選舉區,name,推薦之政黨,date of birth,號次
111年縣市議員選舉,南投縣第1選舉區,史祝賢,無,1967,24
111年縣市議員選舉,南投縣第1選舉區,紀百鍊,中國國民黨,1973,6
111年縣市議員選舉,南投縣第1選舉區,蔡宗智,無,1979,13
111年縣市議員選舉,南投縣第1選舉區,洪志杰,無,1972,26
111年縣市議員選舉,南投縣第1選舉區,史雪燕,中國國民黨,1976,12
111年縣市議員選舉,南投縣第1選舉區,洪明科,無,1971,1
111年縣市議員選舉,南投縣第1選舉區,洪浩原,中國國民黨,1985,4
111年縣市議員選舉,南投縣第1選舉區,張雅琪,無,1981,9
111年縣市議員選舉,南投縣第1選舉區,楊玉秀,民主進步黨,1970,25
111年縣市議員選舉,南投縣第1選舉區,宋懷琳,中國國民黨,1955,19
111年縣市議員選舉,南投縣第1選舉區,張秀枝,無,1958,22
111年縣市議員選舉,南投縣第2選舉區,廖梓佑,民主進步黨,1958,1
111年縣市議員選舉,南投縣第2選舉區,唐曉棻,中國國民黨,1968,6
111年縣市議員選舉,南投縣第2選舉區,蔡銘軒,民主進步黨,1984,9
111年縣市議員選舉,南投縣第2選舉區,簡峻庭,無,1953,11
111年縣市議員選舉,南投縣第2選舉區,簡賜勝,無,1967,3
111年縣市議員選舉,南投縣第2選舉區,莊士傑,無,1973,4
111年縣市議員選舉,南投縣第2選舉區,廖明川,無,1966,12
111年縣市議員選舉,南投縣第2選舉區,邱淑君,無,1974,10
111年縣市議員選舉,南投縣第2選舉區,李洲忠,中國國民黨,1962,2
111年縣市議員選舉,南投縣第3選舉區,謝明謀,中國國民黨,1950,5
111年縣市議員選舉,南投縣第3選舉區,王秋淑,民主進步黨,1973,4
111年縣市議員選舉,南投縣第3選舉區,林良政,民主進步黨,1961,1
111年縣市議員選舉,南投縣第4選舉區,黃東灝,中國國民黨,1960,2
111年縣市議員選舉,南投縣第4選舉區,游顥,中國國民黨,1983,5
111年縣市議員選舉,南投縣第4選舉區,何勝豐,無,1957,7
111年縣市議員選舉,南投縣第4選舉區,蔡孟娥,無,1968,3
111年縣市議員選舉,南投縣第5選舉區,潘一全,中國國民黨,1970,8
111年縣市議員選舉,南投縣第5選舉區,吳國昌,無,1955,3
111年縣市議員選舉,南投縣第5選舉區,戴世詮,無,1968,4
111年縣市議員選舉,南投縣第5選舉區,陳淯程,無,1956,1
111年縣市議員選舉,南投縣第5選舉區,陳宜君,民主進步黨,1966,2
111年縣市議員選舉,南投縣第5選舉區,葉仁創,民主進步黨,1975,9
111年縣市議員選舉,南投縣第5選舉區,黃世芳,中國國民黨,1976,6
111年縣市議員選舉,南投縣第5選舉區,林芳伃,中國國民黨,1962,5
111年縣市議員選舉,南投縣第5選舉區,王彩雲,中國國民黨,1962,7
111年縣市議員選舉,南投縣第7選舉區,王榮儀,無,1974,1
111年縣市議員選舉,屏東縣第10選舉區,梁明輝,無,1956,2
111年縣市議員選舉,屏東縣第10選舉區,高惠芬,中國國民黨,1955,1
111年縣市議員選舉,屏東縣第11選舉區,何長成,無,1963,1
111年縣市議員選舉,屏東縣第12選舉區,許蘭花,無,1969,1
111年縣市議員選舉,屏東縣第13選舉區,柯自強 Langalang・Palivulj,無,1969,1
111年縣市議員選舉,屏東縣第14選舉區,李振榮,無,1962,1
111年縣市議員選舉,屏東縣第14選舉區,李紀財 Mulaneng Paliuliu,無,1956,2
111年縣市議員選舉,屏東縣第15選舉區,林采穎,無,1960,1
111年縣市議員選舉,屏東縣第16選舉區,柯海燕,無,1959,3
111年縣市議員選舉,屏東縣第16選舉區,杜仁勇,無,1952,2
111年縣市議員選舉,屏東縣第1選舉區,蔣月惠,無,1959,7
111年縣市議員選舉,屏東縣第1選舉區,鍾明輝,民主進步黨,1955,22
111年縣市議員選舉,屏東縣第1選舉區,陳哲蕙,無,1984,18
111年縣市議員選舉,屏東縣第1選舉區,張平原,無,1965,23
111年縣市議員選舉,屏東縣第1選舉區,蔣家煌,無,1962,10
111年縣市議員選舉,屏東縣第1選舉區,林明順,無,1954,25
111年縣市議員選舉,屏東縣第1選舉區,陳揚,中國國民黨,1988,15
111年縣市議員選舉,屏東縣第1選舉區,李世斌,民主進步黨,1962,24
111年縣市議員選舉,屏東縣第1選舉區,吳尤敏,民主進步黨,1969,2
111年縣市議員選舉,屏東縣第1選舉區,方一祥,民主進步黨,1976,19
111年縣市議員選舉,屏東縣第1選舉區,蘇資婷,中國國民黨,1976,9
111年縣市議員選舉,屏東縣第1選舉區,曾義雄,中國國民黨,1961,13
111年縣市議員選舉,屏東縣第1選舉區,唐玉琴,中國國民黨,1955,11
111年縣市議員選舉,屏東縣第1選舉區,方華雄,中國國民黨,1978,20
111年縣市議員選舉,屏東縣第1選舉區,鄭清原,無,1966,1
111年縣市議員選舉,屏東縣第2選舉區,盧文瑞,無,1957,12
111年縣市議員選舉,屏東縣第2選舉區,柯信行,無,1963,9
111年縣市議員選舉,屏東縣第2選舉區,吳亮慶,民主進步黨,1954,2
111年縣市議員選舉,屏東縣第2選舉區,葉明博,無,1956,5
111年縣市議員選舉,屏東縣第2選舉區,何春美,中國國民黨,1954,7
111年縣市議員選舉,屏東縣第2選舉區,王景山,中國國民黨,1963,4
111年縣市議員選舉,屏東縣第2選舉區,宋麗華,中國國民黨,1968,8
111年縣市議員選舉,屏東縣第2選舉區,許重慶,民主進步黨,1960,10
111年縣市議員選舉,屏東縣第3選舉區,洪明江,民主進步黨,1956,12
111年縣市議員選舉,屏東縣第3選舉區,利八魁,民主進步黨,1951,2
111年縣市議員選舉,屏東縣第3選舉區,許馨勻,中國國民黨,1979,7
111年縣市議員選舉,屏東縣第3選舉區,林郁虹,無,1962,13
111年縣市議員選舉,屏東縣第3選舉區,李世淦,中國國民黨,1975,10
111年縣市議員選舉,屏東縣第3選舉區,潘連周,無,1964,1
111年縣市議員選舉,屏東縣第3選舉區,黃建溢,民主進步黨,1981,5
111年縣市議員選舉,屏東縣第3選舉區,潘長成,台灣團結聯盟,1965,3
111年縣市議員選舉,屏東縣第3選舉區,徐榮耀,中國國民黨,1952,6
111年縣市議員選舉,屏東縣第4選舉區,何輝能,民主進步黨,1949,11
111年縣市議員選舉,屏東縣第4選舉區,方天仕,民主進步黨,1958,13
111年縣市議員選舉,屏東縣第4選舉區,郭再添,無,1973,9
111年縣市議員選舉,屏東縣第4選舉區,鄭張常敏,無,1953,2
111年縣市議員選舉,屏東縣第4選舉區,劉孟君,民主進步黨,1975,8
111年縣市議員選舉,屏東縣第4選舉區,許展維,民主進步黨,1972,7
111年縣市議員選舉,屏東縣第4選舉區,周典論,中國國民黨,1955,3
111年縣市議員選舉,屏東縣第4選舉區,方文正,民主進步黨,1962,6
111年縣市議員選舉,屏東縣第4選舉區,林蔡鳯梅,無,1959,5
111年縣市議員選舉,屏東縣第4選舉區,洪宗麒,中國國民黨,1976,12
111年縣市議員選舉,屏東縣第5選舉區,羅平道,民主進步黨,1967,5
111年縣市議員選舉,屏東縣第5選舉區,周碧雲,民主進步黨,1972,1
111年縣市議員選舉,屏東縣第5選舉區,王啟敏,中國國民黨,1955,3
111年縣市議員選舉,屏東縣第5選舉區,黃盈裕,無,1978,4
111年縣市議員選舉,屏東縣第6選舉區,李建華,民主進步黨,1974,6
111年縣市議員選舉,屏東縣第6選舉區,曾瓊慧,無,1967,7
111年縣市議員選舉,屏東縣第6選舉區,張榮志,中國國民黨,1959,1
111年縣市議員選舉,屏東縣第6選舉區,盧玟欣,中國國民黨,1987,4
111年縣市議員選舉,屏東縣第6選舉區,張怡,無,1976,3
111年縣市議員選舉,屏東縣第6選舉區,郭麗玲,無,1967,2
111年縣市議員選舉,屏東縣第7選舉區,王薇茗,無,1984,1
111年縣市議員選舉,屏東縣第7選舉區,許允良,無,1964,3
111年縣市議員選舉,屏東縣第8選舉區,潘坤福,中國國民黨,1957,3
111年縣市議員選舉,屏東縣第8選舉區,潘世杰,無,1963,1
111年縣市議員選舉,屏東縣第9選舉區,張利惠,中國國民黨,1960,2
111年縣市議員選舉,屏東縣第9選舉區,江金妹,無,1963,1
111年縣市議員選舉,苗栗縣第1選舉區,湯維岳,無,1948,3
111年縣市議員選舉,苗栗縣第1選舉區,禹耀東,無,1958,1
111年縣市議員選舉,苗栗縣第1選舉區,曾美露,中國國民黨,1955,2
111年縣市議員選舉,苗栗縣第1選舉區,謝庚霖,中國國民黨,1960,15
111年縣市議員選舉,苗栗縣第1選舉區,許櫻萍,民主進步黨,1976,4
111年縣市議員選舉,苗栗縣第1選舉區,徐筱菁,民主進步黨,1979,10
111年縣市議員選舉,苗栗縣第1選舉區,鄭碧玉,中國國民黨,1956,11
111年縣市議員選舉,苗栗縣第1選舉區,楊明燁,無,1985,16
111年縣市議員選舉,苗栗縣第1選舉區,張志宇,無,1976,5
111年縣市議員選舉,苗栗縣第1選舉區,楊喬安,台灣民眾黨,1977,12
111年縣市議員選舉,苗栗縣第1選舉區,余文忠,無,1970,13
111年縣市議員選舉,苗栗縣第1選舉區,孫素娥,無,1954,6
111年縣市議員選舉,苗栗縣第1選舉區,莊智凱,無,1976,9
111年縣市議員選舉,苗栗縣第2選舉區,羅貴星,民主進步黨,1961,5
111年縣市議員選舉,苗栗縣第2選舉區,黃芳椿,中國國民黨,1955,4
111年縣市議員選舉,苗栗縣第2選舉區,吳昌運,無,1964,3
111年縣市議員選舉,苗栗縣第3選舉區,劉寶鈴,無,1969,5
111年縣市議員選舉,苗栗縣第3選舉區,周玉滿,無,1962,6
111年縣市議員選舉,苗栗縣第3選舉區,陳品安,無,1984,2
111年縣市議員選舉,苗栗縣第3選舉區,徐永煌,無,1970,4
111年縣市議員選舉,苗栗縣第3選舉區,孟文源,無,1975,8
111年縣市議員選舉,苗栗縣第3選舉區,張顧礫,無,1971,1
111年縣市議員選舉,苗栗縣第3選舉區,傅郁揚,台灣民眾黨,1982,3
111年縣市議員選舉,苗栗縣第4選舉區,林寶珠,無,1951,4
111年縣市議員選舉,苗栗縣第4選舉區,李文斌,無,1973,1
111年縣市議員選舉,苗栗縣第4選舉區,徐明傑,無,1968,7
111年縣市議員選舉,苗栗縣第4選舉區,廖英利,無,1953,10
111年縣市議員選舉,苗栗縣第4選舉區,鄭秋風,中國國民黨,1958,12
111年縣市議員選舉,苗栗縣第4選舉區,張佳玲,無,1984,5
111年縣市議員選舉,苗栗縣第4選舉區,陳碧華,無,1954,8
111年縣市議員選舉,苗栗縣第4選舉區,廖秀紅,無,1955,14
111年縣市議員選舉,苗栗縣第4選舉區,蕭國清,無,1970,9
111年縣市議員選舉,苗栗縣第4選舉區,謝端容,台灣民眾黨,1957,13
111年縣市議員選舉,苗栗縣第5選舉區,陳詩弦,民主進步黨,1984,16
111年縣市議員選舉,苗栗縣第5選舉區,徐功凡,無,1982,17
111年縣市議員選舉,苗栗縣第5選舉區,陳光軒,民主進步黨,1985,4
111年縣市議員選舉,苗栗縣第5選舉區,陳永賢,無,1956,12
111年縣市議員選舉,苗栗縣第5選舉區,黃聲全,無,1952,6
111年縣市議員選舉,苗栗縣第5選舉區,曾宛菁,中華統一促進黨,1985,3
111年縣市議員選舉,苗栗縣第5選舉區,温俊勇,無,1976,10
111年縣市議員選舉,苗栗縣第5選舉區,鄭聚然,中國國民黨,1960,21
111年縣市議員選舉,苗栗縣第5選舉區,張淑芬,中國國民黨,1971,8
111年縣市議員選舉,苗栗縣第5選舉區,黃桂坤,無,1963,11
111年縣市議員選舉,苗栗縣第5選舉區,曾玟學,無,1987,5
111年縣市議員選舉,苗栗縣第6選舉區,陳春暖,民主進步黨,1964,4
111年縣市議員選舉,苗栗縣第6選舉區,楊恭林,無,1961,3
111年縣市議員選舉,苗栗縣第6選舉區,胡娘妹,無,1956,2
111年縣市議員選舉,苗栗縣第8選舉區,劉美蘭 Iwan・Sigiy,中國國民黨,1962,1
111年縣市議員選舉,基隆市第1選舉區,張顥瀚,民主進步黨,1990,6
111年縣市議員選舉,基隆市第1選舉區,張淵翔,中國國民黨,1977,1
111年縣市議員選舉,基隆市第1選舉區,呂美玲,中國國民黨,1964,2
111年縣市議員選舉,基隆市第1選舉區,藍敏煌,中國國民黨,1967,4
111年縣市議員選舉,基隆市第2選舉區,陳軍佐,民主進步黨,1979,1
111年縣市議員選舉,基隆市第2選舉區,陳宜,民主進步黨,1986,6
111年縣市議員選舉,基隆市第2選舉區,何淑萍,中國國民黨,1971,7
111年縣市議員選舉,基隆市第2選舉區,江鑒育,中國國民黨,1960,2
111年縣市議員選舉,基隆市第2選舉區,韓世昱,中國國民黨,1988,5
111年縣市議員選舉,基隆市第3選舉區,鄭文婷,民主進步黨,1968,3
111年縣市議員選舉,基隆市第3選舉區,張芳麗,中國國民黨,1952,7
111年縣市議員選舉,基隆市第3選舉區,曾紀嚴,中國國民黨,1976,1
111年縣市議員選舉,基隆市第3選舉區,童子瑋,民主進步黨,1986,2
111年縣市議員選舉,基隆市第3選舉區,莊榮欽,中國國民黨,1957,5
111年縣市議員選舉,基隆市第4選舉區,施偉政,民主進步黨,1981,6
111年縣市議員選舉,基隆市第4選舉區,張秉鈞,民主進步黨,1981,2
111年縣市議員選舉,基隆市第4選舉區,張哲源,無,1984,5
111年縣市議員選舉,基隆市第4選舉區,郭美秀,親民黨,1964,4
111年縣市議員選舉,基隆市第4選舉區,宋瑋莉,中國國民黨,1957,1
111年縣市議員選舉,基隆市第4選舉區,莊敬聖,中國國民黨,1974,8
111年縣市議員選舉,基隆市第5選舉區,洪森永,民主進步黨,1965,1
111年縣市議員選舉,基隆市第5選舉區,張之豪,民主進步黨,1981,9
111年縣市議員選舉,基隆市第5選舉區,秦鉦,中國國民黨,1953,3
111年縣市議員選舉,基隆市第5選舉區,張銘傑,無,1950,13
111年縣市議員選舉,基隆市第5選舉區,莊錦田,親民黨,1953,4
111年縣市議員選舉,基隆市第5選舉區,林沛祥,中國國民黨,1977,5
111年縣市議員選舉,基隆市第5選舉區,鄭愷玲,中國國民黨,1970,11
111年縣市議員選舉,基隆市第5選舉區,俞叁發,中國國民黨,1965,6
111年縣市議員選舉,基隆市第5選舉區,李偉華,無,1959,10
111年縣市議員選舉,基隆市第5選舉區,許超勝,無,1968,7
111年縣市議員選舉,基隆市第6選舉區,林旻勳,無,1990,4
111年縣市議員選舉,基隆市第6選舉區,連恩典,中國國民黨,1958,3
111年縣市議員選舉,基隆市第7選舉區,張耿輝,無,1961,5
111年縣市議員選舉,基隆市第7選舉區,蔡旺璉,中國國民黨,1954,4
111年縣市議員選舉,基隆市第8選舉區,拔耐・茹妮老王,無,1971,1
111年縣市議員選舉,基隆市第8選舉區,陳明建,無,1962,3
111年縣市議員選舉,連江縣第1選舉區,林明揚,中國國民黨,1963,7
111年縣市議員選舉,連江縣第1選舉區,曹丞君,中國國民黨,1976,2
111年縣市議員選舉,連江縣第1選舉區,曹以標,無,1963,5
111年縣市議員選舉,連江縣第1選舉區,曹爾章,無,1970,1
111年縣市議員選舉,連江縣第1選舉區,林惠萍,無,1973,6
111年縣市議員選舉,連江縣第1選舉區,楊清宇,中國國民黨,1974,8
111年縣市議員選舉,連江縣第1選舉區,陳書建,中國國民黨,1957,4
111年縣市議員選舉,連江縣第2選舉區,周瑞國,中國國民黨,1969,1
111年縣市議員選舉,連江縣第2選舉區,陳玉發,中國國民黨,1960,3
111年縣市議員選舉,連江縣第2選舉區,陳如嵐,中國國民黨,1970,2
111年縣市議員選舉,連江縣第3選舉區,陳貽斌,中國國民黨,1969,2
111年縣市議員選舉,連江縣第4選舉區,馮印才,無,1962,1
111年縣市議員選舉,連江縣第4選舉區,張永江,中國國民黨,1960,2
111年縣市議員選舉,雲林縣第1選舉區,廖郁賢,無,1991,9
111年縣市議員選舉,雲林縣第1選舉區,曾博鴻,民主進步黨,1980,18
111年縣市議員選舉,雲林縣第1選舉區,鄭自勤,無,1980,11
111年縣市議員選舉,雲林縣第1選舉區,周秀月,民主進步黨,1956,8
111年縣市議員選舉,雲林縣第1選舉區,林岳璋,無,1971,7
111年縣市議員選舉,雲林縣第1選舉區,張維崢,民主進步黨,1968,12
111年縣市議員選舉,雲林縣第1選舉區,賴淑娞,中國國民黨,1962,10
111年縣市議員選舉,雲林縣第1選舉區,王又民,中國國民黨,1974,1
111年縣市議員選舉,雲林縣第1選舉區,江文登,民主進步黨,1971,4
111年縣市議員選舉,雲林縣第1選舉區,鍾明馨,無,1966,17
111年縣市議員選舉,雲林縣第1選舉區,黃勝志,中國國民黨,1981,14
111年縣市議員選舉,雲林縣第1選舉區,陳永修,中國國民黨,1982,2
111年縣市議員選舉,雲林縣第1選舉區,呂宜臻,無,1990,16
111年縣市議員選舉,雲林縣第2選舉區,吳滄得,民主進步黨,1952,12
111年縣市議員選舉,雲林縣第2選舉區,張庭綺,民主進步黨,1980,4
111年縣市議員選舉,雲林縣第2選舉區,顏忠義,無,1972,2
111年縣市議員選舉,雲林縣第2選舉區,簡慈坊,無,1981,9
111年縣市議員選舉,雲林縣第2選舉區,沈銘恭,無,1966,8
111年縣市議員選舉,雲林縣第2選舉區,賴明源,無,1964,11
111年縣市議員選舉,雲林縣第2選舉區,王秋足,中國國民黨,1954,10
111年縣市議員選舉,雲林縣第2選舉區,彭新銘,無,1991,1
111年縣市議員選舉,雲林縣第3選舉區,陳乙辰,台灣民眾黨,1987,1
111年縣市議員選舉,雲林縣第3選舉區,蔡秋敏,民主進步黨,1961,3
111年縣市議員選舉,雲林縣第3選舉區,林武正,民主進步黨,1972,13
111年縣市議員選舉,雲林縣第3選舉區,王鈺齊,台灣團結聯盟,1974,2
111年縣市議員選舉,雲林縣第3選舉區,李政峯,民主進步黨,1976,8
111年縣市議員選舉,雲林縣第3選舉區,黃凱,無,1974,11
111年縣市議員選舉,雲林縣第3選舉區,黃美瑤,無,1968,7
111年縣市議員選舉,雲林縣第3選舉區,張維心,無,1977,10
111年縣市議員選舉,雲林縣第3選舉區,蔡明水,無,1957,5
111年縣市議員選舉,雲林縣第3選舉區,陳俊龍,無,1969,12
111年縣市議員選舉,雲林縣第3選舉區,林明進,無,1954,14
111年縣市議員選舉,雲林縣第4選舉區,游淑雲,無,1976,3
111年縣市議員選舉,雲林縣第4選舉區,洪如萍,民主進步黨,1978,4
111年縣市議員選舉,雲林縣第4選舉區,鄭玲惠,民主進步黨,1961,2
111年縣市議員選舉,雲林縣第4選舉區,梁銘忠,無,1966,5
111年縣市議員選舉,雲林縣第4選舉區,廖偉晴,中國國民黨,1975,6
111年縣市議員選舉,雲林縣第5選舉區,吳蕙蘭,無,1967,5
111年縣市議員選舉,雲林縣第5選舉區,張揚科,無,1972,2
111年縣市議員選舉,雲林縣第5選舉區,許留賓,無,1963,10
111年縣市議員選舉,雲林縣第5選舉區,蘇國瓏,無,1972,11
111年縣市議員選舉,雲林縣第5選舉區,蔡永富,民主進步黨,1971,3
111年縣市議員選舉,雲林縣第5選舉區,陳清圳,無,1958,1
111年縣市議員選舉,雲林縣第5選舉區,林深,中國國民黨,1958,7
111年縣市議員選舉,雲林縣第5選舉區,王英文,無,1971,8
111年縣市議員選舉,雲林縣第5選舉區,丁慶錡,台灣君民黨,1975,6
111年縣市議員選舉,雲林縣第6選舉區,蔡咏鍀,無,1961,4
111年縣市議員選舉,雲林縣第6選舉區,蔡岳儒,民主進步黨,1975,7
111年縣市議員選舉,雲林縣第6選舉區,林哲凌,無,1963,2
111年縣市議員選舉,雲林縣第6選舉區,黃文祥,無,1962,5
111年縣市議員選舉,雲林縣第6選舉區,蔡孟真,民主進步黨,1977,6
111年縣市議員選舉,雲林縣第6選舉區,蕭慧敏,無,1960,3
111年縣市議員選舉,雲林縣第6選舉區,王新堯,台灣民眾黨,1971,1
111年縣市議員選舉,新竹市第1選舉區,戴朝琴,無,1964,17
111年縣市議員選舉,新竹市第1選舉區,鄭美娟,民主進步黨,1983,23
111年縣市議員選舉,新竹市第1選舉區,蔡惠婷,時代力量,1982,21
111年縣市議員選舉,新竹市第1選舉區,余邦彥,無,1971,5
111年縣市議員選舉,新竹市第1選舉區,黃文政,中國國民黨,1970,19
111年縣市議員選舉,新竹市第1選舉區,鍾淑英,中國國民黨,1956,14
111年縣市議員選舉,新竹市第1選舉區,林志雅,無,1962,12
111年縣市議員選舉,新竹市第1選舉區,段孝芳,中國國民黨,1960,8
111年縣市議員選舉,新竹市第1選舉區,曾資程,民主進步黨,1966,22
111年縣市議員選舉,新竹市第1選舉區,陳錫文,台灣民眾黨,1984,2
111年縣市議員選舉,新竹市第1選舉區,張祖琰,中國國民黨,1951,10
111年縣市議員選舉,新竹市第1選舉區,李國璋,台灣民眾黨,1970,3
111年縣市議員選舉,新竹市第1選舉區,劉崇顯,綠黨,1990,7
111年縣市議員選舉,新竹市第1選舉區,王銘宗,無,1957,20
111年縣市議員選舉,新竹市第1選舉區,陳珍裕,無,1979,4
111年縣市議員選舉,新竹市第2選舉區,許修睿,中國國民黨,1966,4
111年縣市議員選舉,新竹市第2選舉區,何智昌,無,1959,1
111年縣市議員選舉,新竹市第2選舉區,徐美惠,中國國民黨,1969,6
111年縣市議員選舉,新竹市第2選舉區,施乃如,民主進步黨,1977,5
111年縣市議員選舉,新竹市第2選舉區,王岢鈺,小民參政歐巴桑聯盟,1979,2
111年縣市議員選舉,新竹市第2選舉區,何佳樺,無,1964,8
111年縣市議員選舉,新竹市第2選舉區,田雅芳,無,1985,3
111年縣市議員選舉,新竹市第4選舉區,蕭志潔,中國國民黨,1960,8
111年縣市議員選舉,新竹市第4選舉區,黃美慧,中國國民黨,1968,6
111年縣市議員選舉,新竹市第4選舉區,顏政德,無,1965,4
111年縣市議員選舉,新竹市第4選舉區,蔡文盛,台灣民眾黨,1976,3
111年縣市議員選舉,新竹市第4選舉區,彭昆耀,無,1951,7
111年縣市議員選舉,新竹市第4選舉區,孫鍚洲,無,1956,2
111年縣市議員選舉,新竹市第4選舉區,黃世禮,無,1963,9
111年縣市議員選舉,新竹市第4選舉區,劉康彥,民主進步黨,1988,5
111年縣市議員選舉,新竹市第5選舉區,陳慶齡,中國國民黨,1972,1
111年縣市議員選舉,新竹市第5選舉區,廖子齊,時代力量,1985,4
111年縣市議員選舉,新竹市第5選舉區,葉國文,台灣民眾黨,1972,3
111年縣市議員選舉,新竹市第5選舉區,林盈徹,民主進步黨,1980,2
111年縣市議員選舉,新竹市第5選舉區,鄭成光,無,1949,8
111年縣市議員選舉,新竹市第5選舉區,陳啓源,無,1966,7
111年縣市議員選舉,新竹市第6選舉區,林慈愛,中國國民黨,1972,1
111年縣市議員選舉,新竹縣第10選舉區,范文鴻,民主進步黨,1975,2
111年縣市議員選舉,新竹縣第10選舉區,王辰翔,中國國民黨,1989,1
111年縣市議員選舉,新竹縣第11選舉區,林秉君 Kaying・Kuying・Kalang,中國國民黨,1984,2
111年縣市議員選舉,新竹縣第12選舉區,劉建民,中國國民黨,1976,2
111年縣市議員選舉,新竹縣第12選舉區,林世偉,無,1967,1
111年縣市議員選舉,新竹縣第13選舉區,張益生,中國國民黨,1975,1
111年縣市議員選舉,新竹縣第1選舉區,吳旭智,中國國民黨,1976,7
111年縣市議員選舉,新竹縣第1選舉區,蔡蕥鍹,民主進步黨,1978,2
111年縣市議員選舉,新竹縣第1選舉區,許育綸,勞動黨,1984,11
111年縣市議員選舉,新竹縣第1選舉區,林禹佑,無,1990,1
111年縣市議員選舉,新竹縣第1選舉區,林祺軒,無,1983,16
111年縣市議員選舉,新竹縣第1選舉區,陳凱榮,中國國民黨,1962,18
111年縣市議員選舉,新竹縣第1選舉區,歐陽霆,民主進步黨,1991,13
111年縣市議員選舉,新竹縣第1選舉區,張珈源,民主進步黨,1976,6
111年縣市議員選舉,新竹縣第1選舉區,王炳漢,中國國民黨,1968,8
111年縣市議員選舉,新竹縣第1選舉區,林增堂,中國國民黨,1963,5
111年縣市議員選舉,新竹縣第1選舉區,陳冠宇,綠黨,1990,3
111年縣市議員選舉,新竹縣第1選舉區,杜文中,中國國民黨,1967,9
111年縣市議員選舉,新竹縣第1選舉區,朱健銘,無,1980,15
111年縣市議員選舉,新竹縣第1選舉區,連郁婷,時代力量,1987,19
111年縣市議員選舉,新竹縣第1選舉區,陳立基,台灣民眾黨,1973,17
111年縣市議員選舉,新竹縣第1選舉區,林碩彥,台灣民眾黨,1976,12
111年縣市議員選舉,新竹縣第1選舉區,邱靖雅,無,1972,14
111年縣市議員選舉,新竹縣第1選舉區,蔡志環,中國國民黨,1959,4
111年縣市議員選舉,新竹縣第1選舉區,鄭美琴,無,1954,21
111年縣市議員選舉,新竹縣第2選舉區,陳栢誠,中國國民黨,1967,5
111年縣市議員選舉,新竹縣第2選舉區,萬正英,中國國民黨,1961,2
111年縣市議員選舉,新竹縣第2選舉區,羅美文,勞動黨,1951,9
111年縣市議員選舉,新竹縣第2選舉區,陳德木,中國國民黨,1958,7
111年縣市議員選舉,新竹縣第2選舉區,齊占翔,中國國民黨,1968,4
111年縣市議員選舉,新竹縣第2選舉區,何建樺,民主進步黨,1969,6
111年縣市議員選舉,新竹縣第2選舉區,吳菊花,中國國民黨,1960,3
111年縣市議員選舉,新竹縣第2選舉區,范振龍,中國國民黨,1961,1
111年縣市議員選舉,新竹縣第2選舉區,甄克堅,無,1970,8
111年縣市議員選舉,新竹縣第3選舉區,何智達,無,1954,3
111年縣市議員選舉,新竹縣第3選舉區,吳傳地,民主進步黨,1964,2
111年縣市議員選舉,新竹縣第3選舉區,張鎮榮,中國國民黨,1952,4
111年縣市議員選舉,新竹縣第4選舉區,羅仕琦,中國國民黨,1964,3
111年縣市議員選舉,新竹縣第5選舉區,林保祿,無,1957,3
111年縣市議員選舉,新竹縣第5選舉區,范曰富,中國國民黨,1960,2
111年縣市議員選舉,新竹縣第6選舉區,張良印,中國國民黨,1973,1
111年縣市議員選舉,新竹縣第6選舉區,張永奎,無,1964,2
111年縣市議員選舉,新竹縣第7選舉區,劉代洋,中國國民黨,1971,2
111年縣市議員選舉,新竹縣第7選舉區,鄭昱芸,無,1978,1
111年縣市議員選舉,新竹縣第8選舉區,范振港,無,1951,15
111年縣市議員選舉,新竹縣第8選舉區,呂幸潤,無,1986,1
111年縣市議員選舉,新竹縣第8選舉區,鄭朝鐘,無,1978,5
111年縣市議員選舉,新竹縣第8選舉區,林昭錡,無,1960,3
111年縣市議員選舉,新竹縣第8選舉區,楊昌德,民主進步黨,1961,7
111年縣市議員選舉,新竹縣第8選舉區,彭余美玲,中國國民黨,1963,12
111年縣市議員選舉,新竹縣第8選舉區,上官秋燕,中國國民黨,1957,4
111年縣市議員選舉,新竹縣第8選舉區,黃豪杰,中國國民黨,1970,16
111年縣市議員選舉,新竹縣第8選舉區,余筱菁,綠黨,1980,11
111年縣市議員選舉,新竹縣第8選舉區,范振東,無,1950,2
111年縣市議員選舉,新竹縣第8選舉區,劉興藻,無,1974,10
111年縣市議員選舉,新竹縣第8選舉區,林子丞,台灣民眾黨,1983,17
111年縣市議員選舉,新竹縣第9選舉區,邱坤桶,中國國民黨,1961,1
111年縣市議員選舉,嘉義市第1選舉區,凌子楚,民主進步黨,1965,8
111年縣市議員選舉,嘉義市第1選舉區,郭文居,無,1977,7
111年縣市議員選舉,嘉義市第1選舉區,李奕德,無,1983,17
111年縣市議員選舉,嘉義市第1選舉區,蔡永泉,台灣團結聯盟,1952,2
111年縣市議員選舉,嘉義市第1選舉區,黃盈智,民主進步黨,1972,6
111年縣市議員選舉,嘉義市第1選舉區,張榮藏,無,1942,3
111年縣市議員選舉,嘉義市第1選舉區,張敏琪,中國國民黨,1973,13
111年縣市議員選舉,嘉義市第1選舉區,黃露慧,民主進步黨,1967,11
111年縣市議員選舉,嘉義市第1選舉區,陳家平,中國國民黨,1968,4
111年縣市議員選舉,嘉義市第1選舉區,傅大偉,中國國民黨,1963,5
