學校名稱,學校體系,學位,系所名稱,在學學生人數,陸生人數,陸生所佔百分比,公私立
高雄餐旅大學,技專校院,學,應用英語系,178,0,0.00%,公立
高雄餐旅大學,技專校院,學,應用日語系,175,0,0.00%,公立
高雄餐旅大學,技專校院,學,餐旅暨會展行銷管理系,330,0,0.00%,公立
高雄餐旅大學,技專校院,學,中餐廚藝系,180,0,0.00%,公立
高雄餐旅大學,技專校院,學,西餐廚藝系,179,0,0.00%,公立
高雄餐旅大學,技專校院,學,烘焙管理系,218,0,0.00%,公立
高雄餐旅大學,技專校院,學,國際廚藝學士學位學程,106,0,0.00%,公立
高雄餐旅大學,技專校院,碩,飲食文化暨餐飲創新研究所,69,0,0.0%,公立
高雄餐旅大學,技專校院,學,餐飲廚藝科,250,0,0.00%,公立
高雄餐旅大學,技專校院,學,休閒暨遊憩管理系,416,0,0.00%,公立
高雄餐旅大學,技專校院,學,國際觀光學士學位學程,143,0,0.00%,公立
高雄餐旅大學,技專校院,碩,觀光研究所,68,0,0.0%,公立
高雄餐旅大學,技專校院,碩,國際觀光餐旅全英文碩士學位學程,10,0,0.0%,公立
高雄餐旅大學,技專校院,學,學士後烘培管理學士學位學程,1,0,0.00%,公立
高雄餐旅大學,技專校院,學,航空暨運輸服務管理系,493,0,0.00%,公立
金門大學,一般大學,碩,應用英語學系,3,0,0.0%,公立
金門大學,一般大學,碩,人文社會學院語言與跨文化碩士班,2,0,0.0%,公立
金門大學,一般大學,碩,閩南文化研究所,11,0,0.0%,公立
金門大學,一般大學,學,海洋與邊境管理學系,150,0,0.00%,公立
金門大學,一般大學,碩,海洋與邊境管理學系,20,0,0.0%,公立
金門大學,一般大學,碩,理工學院資訊科技與應用碩士班,19,0,0.0%,公立
金門大學,一般大學,學,電子工程學系,285,0,0.00%,公立
金門大學,一般大學,碩,電子工程學系,15,0,0.0%,公立
金門大學,一般大學,碩,理工學院工程科技碩在,18,0,0.0%,公立
金門大學,一般大學,碩,食品科學系,16,0,0.0%,公立
金門大學,一般大學,學,護理學系,157,0,0.00%,公立
金門大學,一般大學,學,社會工作學系,325,0,0.00%,公立
金門大學,一般大學,碩,管理學院事業經營碩在,81,0,0.0%,公立
臺灣體育運動大學,一般大學,學,舞蹈學系,208,0,0.00%,公立
臺灣體育運動大學,一般大學,學,運動事業管理學系,222,0,0.00%,公立
臺灣體育運動大學,一般大學,學,競技運動學系,223,0,0.00%,公立
臺灣體育運動大學,一般大學,碩,競技運動學系,76,0,0.0%,公立
臺灣體育運動大學,一般大學,學,球類運動學系,455,0,0.00%,公立
臺灣體育運動大學,一般大學,學,技擊運動學系,215,0,0.00%,公立
臺灣體育運動大學,一般大學,學,運動健康科學學系,203,0,0.00%,公立
臺灣體育運動大學,一般大學,碩,運動健康科學學系,39,0,0.0%,公立
臺灣體育運動大學,一般大學,學,休閒運動學系,225,0,0.00%,公立
臺灣體育運動大學,一般大學,碩,休閒運動管理研究所,76,0,0.0%,公立
臺灣體育運動大學,一般大學,學,運動資訊與傳播學系,196,0,0.00%,公立
臺中科技大學,技專校院,碩,商業設計系,74,0,0.0%,公立
臺中科技大學,技專校院,學,創意商品設計系,301,0,0.00%,公立
臺中科技大學,技專校院,學,室內設計系,267,0,0.00%,公立
臺中科技大學,技專校院,碩,室內設計系,25,0,0.0%,公立
臺中科技大學,技專校院,學,應用英語系,1051,0,0.00%,公立
臺中科技大學,技專校院,學,應用日語系,911,0,0.00%,公立
臺中科技大學,技專校院,碩,應用日語系日本市場暨商務策略碩士班,23,0,0.0%,公立
臺中科技大學,技專校院,學,應用中文系,171,0,0.00%,公立
臺中科技大學,技專校院,學,會計資訊系,1293,0,0.00%,公立
臺中科技大學,技專校院,碩,會計資訊系,49,0,0.0%,公立
臺中科技大學,技專校院,碩,財務金融系,69,0,0.0%,公立
臺中科技大學,技專校院,學,財政稅務系,395,0,0.00%,公立
臺中科技大學,技專校院,碩,財政稅務系租稅管理與理財規劃碩士班,26,0,0.0%,公立
臺中科技大學,技專校院,學,保險金融管理系,976,0,0.00%,公立
臺中科技大學,技專校院,碩,保險金融管理系,25,0,0.0%,公立
臺中科技大學,技專校院,碩,企業管理系,77,0,0.0%,公立
臺中科技大學,技專校院,碩,流通管理系,31,0,0.0%,公立
臺中科技大學,技專校院,學,國際貿易與經營系,1189,0,0.00%,公立
臺中科技大學,技專校院,學,商業經營系,691,0,0.00%,公立
臺中科技大學,技專校院,學,商業文書科,1,0,0.00%,公立
臺中科技大學,技專校院,學,應用統計系,165,0,0.00%,公立
臺中科技大學,技專校院,碩,資訊管理系,59,0,0.0%,公立
臺中科技大學,技專校院,碩,資訊工程系,63,0,0.0%,公立
臺中科技大學,技專校院,學,護理系,1250,0,0.00%,公立
臺中科技大學,技專校院,碩,護理系,25,0,0.0%,公立
臺中科技大學,技專校院,學,美容系,633,0,0.00%,公立
臺中科技大學,技專校院,學,休閒事業經營系,783,0,0.00%,公立
臺北商業大學,技專校院,學,商品創意經營系,247,0,0.00%,公立
臺北商業大學,技專校院,碩,財務金融系,26,0,0.0%,公立
臺北商業大學,技專校院,碩,財政稅務系,12,0,0.0%,公立
臺北商業大學,技專校院,學,國際貿易科,263,0,0.00%,公立
臺北商業大學,技專校院,碩,財經學院_高階國際商業創新經營管理碩在,23,0,0.0%,公立
臺北商業大學,技專校院,博,財經學院博士班,3,0,0.0%,公立
臺北商業大學,技專校院,碩,貿易實務法律暨談判碩士學位學程,25,0,0.0%,公立
屏東大學,一般大學,學,教育學系,332,0,0.00%,公立
屏東大學,一般大學,碩,教育學系,65,0,0.0%,公立
屏東大學,一般大學,學,教育心理與輔導學系,180,0,0.00%,公立
屏東大學,一般大學,碩,教育心理與輔導學系,176,0,0.0%,公立
屏東大學,一般大學,碩,文教事業經營碩士在職學位學程,29,0,0.0%,公立
屏東大學,一般大學,學,特殊教育學系,155,0,0.00%,公立
屏東大學,一般大學,碩,特殊教育學系,103,0,0.0%,公立
屏東大學,一般大學,碩,教育行政研究所,60,0,0.0%,公立
屏東大學,一般大學,博,教育行政研究所,48,0,0.0%,公立
屏東大學,一般大學,碩,教育學系課程與教學碩在,31,0,0.0%,公立
屏東大學,一般大學,學,幼兒教育學系,359,0,0.00%,公立
屏東大學,一般大學,碩,幼兒教育學系,77,0,0.0%,公立
屏東大學,一般大學,碩,科普傳播學系數理教育碩士班,35,0,0.0%,公立
屏東大學,一般大學,碩,體育學系健康與體育碩在,67,0,0.0%,公立
屏東大學,一般大學,學,科普傳播學系,99,0,0.00%,公立
屏東大學,一般大學,碩,多媒體動畫碩士在職學位學程,4,0,0.0%,公立
屏東大學,一般大學,碩,數位媒體設計碩士學位學程,9,0,0.0%,公立
屏東大學,一般大學,學,音樂學系,107,0,0.00%,公立
屏東大學,一般大學,碩,音樂學系,34,0,0.0%,公立
屏東大學,一般大學,碩,文化創意產業學系,37,0,0.0%,公立
屏東大學,一般大學,學,原住民族健康休閒與文化產業學士學位學程原住民專班,140,0,0.00%,公立
屏東大學,一般大學,學,英語學系,161,0,0.00%,公立
屏東大學,一般大學,碩,英語學系,22,0,0.0%,公立
屏東大學,一般大學,碩,應用英語學系,23,0,0.0%,公立
屏東大學,一般大學,學,應用日語學系,237,0,0.00%,公立
屏東大學,一般大學,學,中國語文學系,175,0,0.00%,公立
屏東大學,一般大學,碩,中國語文學系,42,0,0.0%,公立
屏東大學,一般大學,碩,華語文教學碩士在職學位學程,19,0,0.0%,公立
屏東大學,一般大學,學,社會發展學系,173,0,0.00%,公立
屏東大學,一般大學,碩,社會發展學系,57,0,0.0%,公立
屏東大學,一般大學,學,會計學系,435,0,0.00%,公立
屏東大學,一般大學,碩,財務金融學系,12,0,0.0%,公立
屏東大學,一般大學,碩,企業管理學系,55,0,0.0%,公立
屏東大學,一般大學,學,商業自動化與管理學系,214,0,0.00%,公立
屏東大學,一般大學,碩,商業自動化與管理學系,9,0,0.0%,公立
屏東大學,一般大學,學,行銷與流通管理產學攜手專班,582,0,0.00%,公立
屏東大學,一般大學,碩,行銷與流通管理學系,79,0,0.0%,公立
屏東大學,一般大學,學,國際貿易學系,362,0,0.00%,公立
屏東大學,一般大學,碩,國際貿易學系,34,0,0.0%,公立
屏東大學,一般大學,學,不動產經營學系,190,0,0.00%,公立
屏東大學,一般大學,碩,不動產經營學系,52,0,0.0%,公立
屏東大學,一般大學,學,應用化學系,193,0,0.00%,公立
屏東大學,一般大學,碩,應用化學系,43,0,0.0%,公立
屏東大學,一般大學,學,應用物理系,265,0,0.00%,公立
屏東大學,一般大學,碩,應用物理系光電暨材料碩士班,29,0,0.0%,公立
屏東大學,一般大學,學,應用數學系,158,0,0.00%,公立
屏東大學,一般大學,碩,應用數學系,26,0,0.0%,公立
屏東大學,一般大學,學,資訊管理學系,370,0,0.00%,公立
屏東大學,一般大學,碩,資訊管理學系,20,0,0.0%,公立
屏東大學,一般大學,碩,資訊科學系,52,0,0.0%,公立
屏東大學,一般大學,學,電腦與智慧型機器人學士學位學程,115,0,0.00%,公立
屏東大學,一般大學,學,電腦與通訊學系,211,0,0.00%,公立
屏東大學,一般大學,碩,資訊工程學系,27,0,0.0%,公立
屏東大學,一般大學,碩,資通電信產業碩士專班,2,0,0.0%,公立
屏東大學,一般大學,學,休閒事業經營學系,213,0,0.00%,公立
屏東大學,一般大學,碩,休閒事業經營學系,19,0,0.0%,公立
屏東大學,一般大學,學,體育學系,190,0,0.00%,公立
屏東大學,一般大學,碩,體育學系,51,0,0.0%,公立
屏東大學,一般大學,碩,生態休閒教育教學碩士學位學程班,37,0,0.0%,公立
高雄科技大學,技專校院,學,文化創意產業系,214,0,0.00%,公立
高雄科技大學,技專校院,碩,文化創意產業系,67,0,0.0%,公立
高雄科技大學,技專校院,學,工業設計系,172,0,0.00%,公立
高雄科技大學,技專校院,碩,工業設計系,25,0,0.0%,公立
高雄科技大學,技專校院,碩,應用英語系口筆譯碩士班,90,0,0.0%,公立
高雄科技大學,技專校院,學,應用德語系,260,0,0.00%,公立
高雄科技大學,技專校院,碩,應用德語系,18,0,0.0%,公立
高雄科技大學,技專校院,碩,應用日語系,54,0,0.0%,公立
高雄科技大學,技專校院,碩,會計資訊系,91,0,0.0%,公立
高雄科技大學,技專校院,碩,金融資訊系,104,0,0.0%,公立
高雄科技大學,技專校院,博,財務金融學院博士班,62,0,0.0%,公立
高雄科技大學,技專校院,碩,金融系,145,0,0.0%,公立
高雄科技大學,技專校院,碩,資訊財務碩士學位學程,15,0,0.0%,公立
高雄科技大學,技專校院,學,財政稅務系,411,0,0.00%,公立
高雄科技大學,技專校院,碩,財政稅務系,103,0,0.0%,公立
高雄科技大學,技專校院,碩,風險管理與保險系,57,0,0.0%,公立
高雄科技大學,技專校院,碩,智慧商務系,55,0,0.0%,公立
高雄科技大學,技專校院,碩,國際管理碩士學位學程,34,0,0.0%,公立
高雄科技大學,技專校院,碩,創業管理碩士學位學程,18,0,0.0%,公立
高雄科技大學,技專校院,學,企業管理系,497,0,0.00%,公立
高雄科技大學,技專校院,碩,企業管理系,79,0,0.0%,公立
高雄科技大學,技專校院,碩,管理學院企業管理高階經營管理碩在,39,0,0.0%,公立
高雄科技大學,技專校院,學,供應鏈管理系,360,0,0.00%,公立
高雄科技大學,技專校院,碩,供應鏈管理系,31,0,0.0%,公立
高雄科技大學,技專校院,學,運籌管理系,405,0,0.00%,公立
高雄科技大學,技專校院,碩,運籌管理系,121,0,0.0%,公立
高雄科技大學,技專校院,學,國際企業系,469,0,0.00%,公立
高雄科技大學,技專校院,碩,國際企業系,76,0,0.0%,公立
高雄科技大學,技專校院,博,國際企業系,52,0,0.0%,公立
高雄科技大學,技專校院,學,人力資源發展系,235,0,0.00%,公立
高雄科技大學,技專校院,碩,人力資源發展系,91,0,0.0%,公立
高雄科技大學,技專校院,碩,管理學院高階主管經營管理碩在,39,0,0.0%,公立
高雄科技大學,技專校院,碩,管理學院_高階主管經營管理碩在,46,0,0.0%,公立
高雄科技大學,技專校院,碩,科技法律研究所,121,0,0.0%,公立
高雄科技大學,技專校院,博,水圈學院水產科技產業博士班,10,0,0.0%,公立
高雄科技大學,技專校院,碩,海洋生物技術系,8,0,0.0%,公立
高雄科技大學,技專校院,學,海事資訊科技系,173,0,0.00%,公立
高雄科技大學,技專校院,碩,海事資訊科技系,18,0,0.0%,公立
高雄科技大學,技專校院,學,資訊工程系,241,0,0.00%,公立
高雄科技大學,技專校院,學,商務資訊應用系,375,0,0.00%,公立
高雄科技大學,技專校院,碩,商務資訊應用系,11,0,0.0%,公立
高雄科技大學,技專校院,碩,資訊管理系,131,0,0.0%,公立
高雄科技大學,技專校院,學,智慧商務系,345,0,0.00%,公立
高雄科技大學,技專校院,碩,智慧商務系,38,0,0.0%,公立
高雄科技大學,技專校院,碩,資訊工程系,64,0,0.0%,公立
高雄科技大學,技專校院,學,化學工程與材料工程系,667,0,0.00%,公立
高雄科技大學,技專校院,碩,化學工程與材料工程系,192,0,0.0%,公立
高雄科技大學,技專校院,博,化學工程與材料工程系,11,0,0.0%,公立
高雄科技大學,技專校院,學,海洋環境工程系,374,0,0.00%,公立
高雄科技大學,技專校院,碩,海洋環境工程系,31,0,0.0%,公立
高雄科技大學,技專校院,碩,環境與安全衛生工程系,178,0,0.0%,公立
高雄科技大學,技專校院,學,電訊工程系,533,0,0.00%,公立
高雄科技大學,技專校院,碩,電訊工程系,20,0,0.0%,公立
高雄科技大學,技專校院,碩,光電工程研究所,61,0,0.0%,公立
高雄科技大學,技專校院,碩,電腦與通訊工程系,103,0,0.0%,公立
高雄科技大學,技專校院,學,半導體工程系,380,0,0.00%,公立
高雄科技大學,技專校院,碩,半導體工程系,50,0,0.0%,公立
高雄科技大學,技專校院,碩,電子工程系(建工校區),260,0,0.0%,公立
高雄科技大學,技專校院,博,電子工程系(建工校區),74,0,0.0%,公立
高雄科技大學,技專校院,學,電機工程系,1000,0,0.00%,公立
高雄科技大學,技專校院,碩,電機工程系,258,0,0.0%,公立
高雄科技大學,技專校院,博,電機工程系,39,0,0.0%,公立
高雄科技大學,技專校院,碩,電機資訊學院_資通訊服務創新產業碩士專班,1,0,0.0%,公立
高雄科技大學,技專校院,學,輪機工程系,947,0,0.00%,公立
高雄科技大學,技專校院,碩,輪機工程系,52,0,0.0%,公立
高雄科技大學,技專校院,學,機電工程系,559,0,0.00%,公立
高雄科技大學,技專校院,碩,機電工程系,114,0,0.0%,公立
高雄科技大學,技專校院,碩,機械工程系,175,0,0.0%,公立
高雄科技大學,技專校院,博,機械工程系,52,0,0.0%,公立
高雄科技大學,技專校院,碩,模具工程系,200,0,0.0%,公立
高雄科技大學,技專校院,博,模具工程系,16,0,0.0%,公立
高雄科技大學,技專校院,學,造船及海洋工程系,645,0,0.00%,公立
高雄科技大學,技專校院,碩,造船及海洋工程系,53,0,0.0%,公立
高雄科技大學,技專校院,學,工業工程與管理系,492,0,0.00%,公立
高雄科技大學,技專校院,碩,工業工程與管理系,168,0,0.0%,公立
高雄科技大學,技專校院,博,工學院工程科技博士班,105,0,0.0%,公立
高雄科技大學,技專校院,博,海事學院海事科技產學合作博士班,19,0,0.0%,公立
高雄科技大學,技專校院,碩,海事風電工程碩士學位學程,6,0,0.0%,公立
高雄科技大學,技專校院,學,水產食品科學系,614,0,0.00%,公立
高雄科技大學,技專校院,碩,水產食品科學系,69,0,0.0%,公立
高雄科技大學,技專校院,學,土木工程系,746,0,0.00%,公立
高雄科技大學,技專校院,博,土木工程系土木工程科技博士班,15,0,0.0%,公立
高雄科技大學,技專校院,碩,海洋事務與產業管理研究所,19,0,0.0%,公立
高雄科技大學,技專校院,學,漁業生產與管理系,398,0,0.00%,公立
高雄科技大學,技專校院,碩,漁業生產與管理系,24,0,0.0%,公立
高雄科技大學,技專校院,學,水產養殖系,565,0,0.00%,公立
高雄科技大學,技專校院,碩,水產養殖系,16,0,0.0%,公立
高雄科技大學,技專校院,學,海洋休閒管理系,378,0,0.00%,公立
高雄科技大學,技專校院,碩,海洋休閒管理系,17,0,0.0%,公立
高雄科技大學,技專校院,學,觀光管理系,492,0,0.00%,公立
高雄科技大學,技專校院,碩,觀光管理系_觀光餐旅管理產業碩士專班,91,0,0.0%,公立
高雄科技大學,技專校院,學,航運管理系,529,0,0.00%,公立
高雄科技大學,技專校院,碩,航運管理系,64,0,0.0%,公立
高雄科技大學,技專校院,博,航運管理系,9,0,0.0%,公立
高雄科技大學,技專校院,學,航海科,591,0,0.00%,公立
高雄科技大學,技專校院,碩,航運技術系,30,0,0.0%,公立
高雄科技大學,技專校院,碩,海事資訊科技系,15,0,0.0%,公立
臺灣戲曲學院,技專校院,學,歌仔戲學系,74,0,0.00%,公立
臺灣戲曲學院,技專校院,學,京劇學系,89,0,0.00%,公立
臺灣戲曲學院,技專校院,學,客家戲學系,74,0,0.00%,公立
臺南護理專科學校,技專校院,學,護理科,1288,0,0.00%,公立
臺南護理專科學校,技專校院,學,老人服務事業科,274,0,0.00%,公立
臺南護理專科學校,技專校院,學,化妝品應用科,377,0,0.00%,公立
臺東專科學校,技專校院,學,創意商品設計科,54,0,0.00%,公立
臺東專科學校,技專校院,學,行銷與流通管理科,54,0,0.00%,公立
臺東專科學校,技專校院,學,資訊管理科,86,0,0.00%,公立
臺東專科學校,技專校院,學,電機工程科,103,0,0.00%,公立
臺東專科學校,技專校院,學,動力機械科,155,0,0.00%,公立
臺東專科學校,技專校院,學,食品科技科,153,0,0.00%,公立
臺東專科學校,技專校院,學,建築科,99,0,0.00%,公立
臺東專科學校,技專校院,學,園藝暨景觀科,188,0,0.00%,公立
臺東專科學校,技專校院,學,餐旅管理科,228,0,0.00%,公立
東海大學,一般大學,碩,教育研究所,95,0,0.0%,私立
東海大學,一般大學,碩,工業設計學系,34,0,0.0%,私立
東海大學,一般大學,碩,表演藝術與創作碩士學位學程,17,0,0.0%,私立
東海大學,一般大學,碩,歷史學系,13,0,0.0%,私立
東海大學,一般大學,碩,哲學系,48,0,0.0%,私立
東海大學,一般大學,博,哲學系,17,0,0.0%,私立
東海大學,一般大學,碩,外國語文學系,23,0,0.0%,私立
東海大學,一般大學,碩,日本語言文化學系,15,0,0.0%,私立
東海大學,一般大學,博,中國文學系,22,0,0.0%,私立
東海大學,一般大學,碩,會計學系,35,0,0.0%,私立
東海大學,一般大學,碩,高階經營管理碩在,377,0,0.0%,私立
東海大學,一般大學,碩,國際企業管理碩士學位學程,20,0,0.0%,私立
東海大學,一般大學,碩,工業工程與經營資訊學系高階醫務工程與管理碩在,46,0,0.0%,私立
東海大學,一般大學,碩,行政管理暨政策學系,33,0,0.0%,私立
東海大學,一般大學,碩,公共事務碩士專班,41,0,0.0%,私立
東海大學,一般大學,碩,法律學系,129,0,0.0%,私立
東海大學,一般大學,博,生命科學系,16,0,0.0%,私立
東海大學,一般大學,碩,化學系,34,0,0.0%,私立
東海大學,一般大學,博,化學系,18,0,0.0%,私立
東海大學,一般大學,碩,應用物理學系,9,0,0.0%,私立
東海大學,一般大學,博,應用物理學系,3,0,0.0%,私立
東海大學,一般大學,碩,應用數學系,7,0,0.0%,私立
東海大學,一般大學,碩,統計學系,12,0,0.0%,私立
東海大學,一般大學,博,統計學系,5,0,0.0%,私立
東海大學,一般大學,博,化學工程與材料工程學系,3,0,0.0%,私立
東海大學,一般大學,碩,環境科學與工程學系,29,0,0.0%,私立
東海大學,一般大學,博,環境科學與工程學系,8,0,0.0%,私立
東海大學,一般大學,碩,電機工程學系,27,0,0.0%,私立
東海大學,一般大學,博,工業工程與經營資訊學系,23,0,0.0%,私立
東海大學,一般大學,碩,食品科學系,49,0,0.0%,私立
東海大學,一般大學,學,畜產與生物科技學系,389,0,0.00%,私立
東海大學,一般大學,碩,畜產與生物科技學系,26,0,0.0%,私立
東海大學,一般大學,博,畜產與生物科技學系,8,0,0.0%,私立
東海大學,一般大學,學,社會工作學系,496,0,0.00%,私立
東海大學,一般大學,碩,社會工作學系,61,0,0.0%,私立
東海大學,一般大學,學,運動休閒與健康管理學位學程,127,0,0.00%,私立
輔仁大學,一般大學,學,藝術與文化創意學士學位學程,242,0,0.00%,私立
輔仁大學,一般大學,學,天主教研修學士學位學程,35,0,0.00%,私立
輔仁大學,一般大學,學,宗教學系,348,0,0.00%,私立
輔仁大學,一般大學,學,人文社會服務進修學士學位學程,69,0,0.00%,私立
輔仁大學,一般大學,碩,英國語文學系,31,0,0.0%,私立
輔仁大學,一般大學,碩,臨床心理學系,49,0,0.0%,私立
輔仁大學,一般大學,學,大眾傳播學士學位學程,446,0,0.00%,私立
輔仁大學,一般大學,學,商業管理學士學位學程,473,0,0.00%,私立
輔仁大學,一般大學,碩,國際創業與經營管理碩士學位學程,74,0,0.0%,私立
輔仁大學,一般大學,碩,非營利組織管理碩士學位學程,50,0,0.0%,私立
輔仁大學,一般大學,碩,科技管理碩士學位學程,57,0,0.0%,私立
輔仁大學,一般大學,碩,化學系,45,0,0.0%,私立
輔仁大學,一般大學,博,化學系,15,0,0.0%,私立
輔仁大學,一般大學,碩,物理學系,15,0,0.0%,私立
輔仁大學,一般大學,碩,數學系,10,0,0.0%,私立
輔仁大學,一般大學,學,軟體工程與數位創意學士學位學程,198,0,0.00%,私立
輔仁大學,一般大學,碩,資訊管理學系,53,0,0.0%,私立
輔仁大學,一般大學,學,醫學系,314,0,0.00%,私立
輔仁大學,一般大學,碩,生物醫學海量資料分析碩士學位學程,8,0,0.0%,私立
輔仁大學,一般大學,學,護理學系,478,0,0.00%,私立
輔仁大學,一般大學,碩,護理學系,30,0,0.0%,私立
輔仁大學,一般大學,學,職能治療學系,239,0,0.00%,私立
輔仁大學,一般大學,博,生技醫藥博士學位學程,4,0,0.0%,私立
輔仁大學,一般大學,學,呼吸治療學系,152,0,0.00%,私立
輔仁大學,一般大學,碩,跨專業長期照護碩士學位學程,84,0,0.0%,私立
輔仁大學,一般大學,學,長期照護與健康管理進修學士學位學程,90,0,0.00%,私立
輔仁大學,一般大學,學,體育學系,737,0,0.00%,私立
輔仁大學,一般大學,學,運動休閒管理學士學位學程,270,0,0.00%,私立
東吳大學,一般大學,學,歷史學系,252,0,0.00%,私立
東吳大學,一般大學,學,哲學系,223,0,0.00%,私立
東吳大學,一般大學,碩,日本語文學系,68,0,0.0%,私立
東吳大學,一般大學,博,日本語文學系,26,0,0.0%,私立
東吳大學,一般大學,碩,德國文化學系,20,0,0.0%,私立
東吳大學,一般大學,碩,英文學系翻譯碩士班,22,0,0.0%,私立
東吳大學,一般大學,碩,商學院EMBA高階經營碩在,58,0,0.0%,私立
東吳大學,一般大學,學,商學進修學士班,213,0,0.00%,私立
東吳大學,一般大學,學,巨量資料分析學士後多元專長培力課程專班,12,0,0.00%,私立
東吳大學,一般大學,學,學士後巨量資料分析學士學位學程,1,0,0.00%,私立
東吳大學,一般大學,博,微生物學系,1,0,0.0%,私立
東吳大學,一般大學,碩,化學系,10,0,0.0%,私立
東吳大學,一般大學,學,物理學系,189,0,0.00%,私立
東吳大學,一般大學,碩,數學系,16,0,0.0%,私立
東吳大學,一般大學,學,社會工作學系,549,0,0.00%,私立
中原大學,一般大學,碩,教育研究所,103,0,0.0%,私立
中原大學,一般大學,碩,特殊教育學系,39,0,0.0%,私立
中原大學,一般大學,碩,文化創意設計碩士學位學程,19,0,0.0%,私立
中原大學,一般大學,學,設計學院設計學士原住民專班,48,0,0.00%,私立
中原大學,一般大學,學,設計學院社會設計學士學位學程,6,0,0.00%,私立
中原大學,一般大學,碩,宗教研究所,34,0,0.0%,私立
中原大學,一般大學,學,人文與教育學院學士學位學程,25,0,0.00%,私立
中原大學,一般大學,碩,應用外國語文學系,36,0,0.0%,私立
中原大學,一般大學,碩,應用華語文學系,48,0,0.0%,私立
中原大學,一般大學,碩,企業管理學系,257,0,0.0%,私立
中原大學,一般大學,碩,國際商學碩士學位學程,28,0,0.0%,私立
中原大學,一般大學,學,國際商學學士學位學程,34,0,0.00%,私立
中原大學,一般大學,學,中原大學與美國天普大學商學管理雙學士學位學程,18,0,0.00%,私立
中原大學,一般大學,碩,巨量資料商業應用碩士學位學程,11,0,0.0%,私立
中原大學,一般大學,碩,財經法律學系,157,0,0.0%,私立
中原大學,一般大學,碩,生物科技學系,22,0,0.0%,私立
中原大學,一般大學,碩,化學系,73,0,0.0%,私立
中原大學,一般大學,博,化學系,26,0,0.0%,私立
中原大學,一般大學,博,物理學系,20,0,0.0%,私立
中原大學,一般大學,學,理學院學士學位學程,3,0,0.00%,私立
中原大學,一般大學,碩,應用數學系,52,0,0.0%,私立
中原大學,一般大學,博,應用數學系,10,0,0.0%,私立
中原大學,一般大學,碩,資訊管理學系,85,0,0.0%,私立
中原大學,一般大學,碩,化學工程學系,100,0,0.0%,私立
中原大學,一般大學,碩,化學工程與材料科學國際碩士學位學程,3,0,0.0%,私立
中原大學,一般大學,碩,奈米科技碩士學位學程,12,0,0.0%,私立
中原大學,一般大學,碩,環境工程學系,93,0,0.0%,私立
中原大學,一般大學,博,電機工程學系,19,0,0.0%,私立
中原大學,一般大學,碩,電子工程學系,137,0,0.0%,私立
中原大學,一般大學,碩,資訊工程學系,80,0,0.0%,私立
中原大學,一般大學,碩,通訊工程碩士學位學程,17,0,0.0%,私立
中原大學,一般大學,學,電機資訊學院人工智慧應用學士學位學程,177,0,0.00%,私立
中原大學,一般大學,博,機械工程學系,37,0,0.0%,私立
中原大學,一般大學,碩,光機電及資電控產業碩士專班,4,0,0.0%,私立
中原大學,一般大學,碩,工業與系統工程學系,136,0,0.0%,私立
中原大學,一般大學,博,工業與系統工程學系,33,0,0.0%,私立
中原大學,一般大學,碩,生物醫學工程學系,80,0,0.0%,私立
中原大學,一般大學,博,生物醫學工程學系,23,0,0.0%,私立
中原大學,一般大學,碩,生物醫學材料與科技國際碩士學位學程,1,0,0.0%,私立
淡江大學,一般大學,碩,教育政策與領導研究所,40,0,0.0%,私立
淡江大學,一般大學,碩,課程與教學研究所,65,0,0.0%,私立
淡江大學,一般大學,碩,歷史學系,20,0,0.0%,私立
淡江大學,一般大學,碩,西班牙語文學系,11,0,0.0%,私立
淡江大學,一般大學,碩,英文學系,31,0,0.0%,私立
淡江大學,一般大學,博,產業經濟學系,8,0,0.0%,私立
淡江大學,一般大學,學,外交與國際關係學系全英語學士班,280,0,0.00%,私立
淡江大學,一般大學,碩,國際事務與戰略研究所,120,0,0.0%,私立
淡江大學,一般大學,博,國際事務與戰略研究所,62,0,0.0%,私立
淡江大學,一般大學,碩,臺灣與亞太研究全英語碩士學位學程,8,0,0.0%,私立
淡江大學,一般大學,碩,拉丁美洲研究所,37,0,0.0%,私立
淡江大學,一般大學,碩,美洲研究所,31,0,0.0%,私立
淡江大學,一般大學,博,美洲研究所,8,0,0.0%,私立
淡江大學,一般大學,碩,中國大陸研究所,98,0,0.0%,私立
淡江大學,一般大學,碩,歐洲研究所,36,0,0.0%,私立
淡江大學,一般大學,博,歐洲研究所,21,0,0.0%,私立
淡江大學,一般大學,碩,日本政經研究所,43,0,0.0%,私立
淡江大學,一般大學,碩,未來學研究所,21,0,0.0%,私立
淡江大學,一般大學,學,資訊傳播學系,446,0,0.00%,私立
淡江大學,一般大學,碩,資訊傳播學系,7,0,0.0%,私立
淡江大學,一般大學,碩,數位出版與典藏數位學習碩在,19,0,0.0%,私立
淡江大學,一般大學,博,商管學院產業金融暨經營管理博士學位學程,1,0,0.0%,私立
淡江大學,一般大學,碩,風險管理與保險學系保險經營碩在,70,0,0.0%,私立
淡江大學,一般大學,碩,商管學院經營管理全英語碩士學位學程,36,0,0.0%,私立
淡江大學,一般大學,博,管理科學學系,47,0,0.0%,私立
淡江大學,一般大學,碩,數位商務與經濟碩士學位學程,6,0,0.0%,私立
淡江大學,一般大學,博,化學學系,5,0,0.0%,私立
