學校名稱,學校體系,學位,系所名稱,在學學生人數,陸生人數,陸生所佔百分比,公私立
淡江大學,一般大學,碩,物理學系,12,0,0.0%,私立
淡江大學,一般大學,博,理學院應用科學博士班,1,0,0.0%,私立
淡江大學,一般大學,碩,數學學系,29,0,0.0%,私立
淡江大學,一般大學,碩,統計學系應用統計學碩士班,21,0,0.0%,私立
淡江大學,一般大學,碩,商管學院大數據分析與商業智慧碩士學位學程,20,0,0.0%,私立
淡江大學,一般大學,碩,化學工程與材料工程學系,52,0,0.0%,私立
淡江大學,一般大學,博,化學工程與材料工程學系,5,0,0.0%,私立
淡江大學,一般大學,博,水資源及環境工程學系,6,0,0.0%,私立
淡江大學,一般大學,碩,電機工程學系,155,0,0.0%,私立
淡江大學,一般大學,博,電機工程學系,29,0,0.0%,私立
淡江大學,一般大學,博,工學院機器人博士學位學程,10,0,0.0%,私立
淡江大學,一般大學,碩,機械與機電工程學系,41,0,0.0%,私立
淡江大學,一般大學,博,機械與機電工程學系,11,0,0.0%,私立
淡江大學,一般大學,學,航空太空工程學系,502,0,0.00%,私立
淡江大學,一般大學,碩,航空太空工程學系,61,0,0.0%,私立
淡江大學,一般大學,博,土木工程學系,12,0,0.0%,私立
淡江大學,一般大學,碩,運輸管理學系運輸科學碩士班,35,0,0.0%,私立
中國文化大學,一般大學,碩,華語文教學碩士學位學程,52,0,0.0%,私立
中國文化大學,一般大學,學,體育學系,442,0,0.00%,私立
中國文化大學,一般大學,碩,科技藝術碩士學位學程,10,0,0.0%,私立
中國文化大學,一般大學,學,數位媒體學士學位學程,156,0,0.00%,私立
中國文化大學,一般大學,碩,中國音樂學系,34,0,0.0%,私立
中國文化大學,一般大學,學,舞蹈學系,142,0,0.00%,私立
中國文化大學,一般大學,碩,舞蹈學系,11,0,0.0%,私立
中國文化大學,一般大學,碩,戲劇學系,8,0,0.0%,私立
中國文化大學,一般大學,博,史學系,51,0,0.0%,私立
中國文化大學,一般大學,碩,哲學系,5,0,0.0%,私立
中國文化大學,一般大學,博,哲學系,27,0,0.0%,私立
中國文化大學,一般大學,學,韓國語文學系,296,0,0.00%,私立
中國文化大學,一般大學,碩,韓國語文學系,54,0,0.0%,私立
中國文化大學,一般大學,碩,英國語文學系,12,0,0.0%,私立
中國文化大學,一般大學,碩,日本語文學系,5,0,0.0%,私立
中國文化大學,一般大學,碩,經濟學系,13,0,0.0%,私立
中國文化大學,一般大學,博,經濟學系,2,0,0.0%,私立
中國文化大學,一般大學,博,國家發展與中國大陸研究所,88,0,0.0%,私立
中國文化大學,一般大學,碩,政治學系,28,0,0.0%,私立
中國文化大學,一般大學,博,政治學系,41,0,0.0%,私立
中國文化大學,一般大學,碩,心理輔導學系,117,0,0.0%,私立
中國文化大學,一般大學,碩,勞動暨人力資源學系,66,0,0.0%,私立
中國文化大學,一般大學,碩,資訊傳播學系,14,0,0.0%,私立
中國文化大學,一般大學,碩,會計學系,21,0,0.0%,私立
中國文化大學,一般大學,碩,企業實務管理數位碩在,83,0,0.0%,私立
中國文化大學,一般大學,碩,兒童教育事業經營管理產業碩士學位學程,17,0,0.0%,私立
中國文化大學,一般大學,碩,社會企業管理碩士在職學位學程,24,0,0.0%,私立
中國文化大學,一般大學,碩,社會科學院澳門境外碩在,44,0,0.0%,私立
中國文化大學,一般大學,碩,全球品牌與行銷碩士在職學位學程,65,0,0.0%,私立
中國文化大學,一般大學,碩,全球商務碩士學位學程,35,0,0.0%,私立
中國文化大學,一般大學,學,時尚與創意產業品牌建構及經營進修學士學位學程,118,0,0.00%,私立
中國文化大學,一般大學,碩,數位內容管理產業碩士專班,1,0,0.0%,私立
中國文化大學,一般大學,碩,法律學系,380,0,0.0%,私立
中國文化大學,一般大學,博,法律學系,35,0,0.0%,私立
中國文化大學,一般大學,學,化學系,181,0,0.00%,私立
中國文化大學,一般大學,碩,化學系應用化學碩士班,17,0,0.0%,私立
中國文化大學,一般大學,碩,資訊工程學系,9,0,0.0%,私立
中國文化大學,一般大學,碩,資訊管理學系,48,0,0.0%,私立
中國文化大學,一般大學,碩,電子商務碩士學位學程,8,0,0.0%,私立
中國文化大學,一般大學,碩,化學工程與材料工程學系奈米材料碩士班,31,0,0.0%,私立
中國文化大學,一般大學,碩,紡織產業碩士專班,15,0,0.0%,私立
中國文化大學,一般大學,學,紡織工程學系,202,0,0.00%,私立
中國文化大學,一般大學,碩,建築公共安全產業碩士專班,5,0,0.0%,私立
中國文化大學,一般大學,碩,生物科技研究所,29,0,0.0%,私立
中國文化大學,一般大學,碩,青少年兒童福利碩士學位學程,77,0,0.0%,私立
中國文化大學,一般大學,碩,社會福利學系,23,0,0.0%,私立
中國文化大學,一般大學,碩,生活應用科學系,96,0,0.0%,私立
中國文化大學,一般大學,學,技擊運動暨國術學系,191,0,0.00%,私立
中國文化大學,一般大學,學,觀光事業學系,558,0,0.00%,私立
中國文化大學,一般大學,學,休閒事業管理學士學位學程,152,0,0.00%,私立
中國文化大學,一般大學,碩,航空管理碩士學位學程,9,0,0.0%,私立
中國文化大學,一般大學,學,不分系招生,719,0,0.00%,私立
逢甲大學,一般大學,碩,創意設計碩士學位學程,11,0,0.0%,私立
逢甲大學,一般大學,學,創新設計學士學位學程,27,0,0.00%,私立
逢甲大學,一般大學,學,室內設計進修學士班,188,0,0.00%,私立
逢甲大學,一般大學,碩,歷史與文物研究所,23,0,0.0%,私立
逢甲大學,一般大學,碩,外國語文學系英語文研究碩士班,26,0,0.0%,私立
逢甲大學,一般大學,博,經濟學系,5,0,0.0%,私立
逢甲大學,一般大學,碩,合作經濟暨社會事業經營學系,20,0,0.0%,私立
逢甲大學,一般大學,博,金融博士學位學程,46,0,0.0%,私立
逢甲大學,一般大學,碩,金融碩在,53,0,0.0%,私立
逢甲大學,一般大學,碩,財稅學系,22,0,0.0%,私立
逢甲大學,一般大學,碩,經營管理碩在,334,0,0.0%,私立
逢甲大學,一般大學,學,國際企業管理學士學位學程(英語專班),4,0,0.00%,私立
逢甲大學,一般大學,碩,國際經營管理碩士學位學程,2,0,0.0%,私立
逢甲大學,一般大學,碩,西班牙薩拉戈薩大學物流供應鏈管理與創新創業雙碩士學位學程,1,0,0.0%,私立
逢甲大學,一般大學,碩,土地管理學系,47,0,0.0%,私立
逢甲大學,一般大學,碩,公共事務與社會創新研究所,84,0,0.0%,私立
逢甲大學,一般大學,碩,國際經營與貿易學系,53,0,0.0%,私立
逢甲大學,一般大學,學,商學進修學士班,446,0,0.00%,私立
逢甲大學,一般大學,碩,商學院商學專業碩在,47,0,0.0%,私立
逢甲大學,一般大學,碩,科技管理碩士學位學程,23,0,0.0%,私立
逢甲大學,一般大學,碩,建設學院專案管理碩在,55,0,0.0%,私立
逢甲大學,一般大學,碩,建設碩士在職學位學程,105,0,0.0%,私立
逢甲大學,一般大學,碩,財經法律研究所,127,0,0.0%,私立
逢甲大學,一般大學,碩,應用數學系,12,0,0.0%,私立
逢甲大學,一般大學,碩,統計學系統計與精算碩士班,38,0,0.0%,私立
逢甲大學,一般大學,博,統計學系應用統計博士班,4,0,0.0%,私立
逢甲大學,一般大學,博,智慧聯網產業博士學位學程,5,0,0.0%,私立
逢甲大學,一般大學,碩,化學工程學系,69,0,0.0%,私立
逢甲大學,一般大學,博,化學工程學系,8,0,0.0%,私立
逢甲大學,一般大學,碩,材料科學與工程學系,61,0,0.0%,私立
逢甲大學,一般大學,博,材料科學與工程學系,5,0,0.0%,私立
逢甲大學,一般大學,碩,環境工程與科學學系,32,0,0.0%,私立
逢甲大學,一般大學,碩,水利工程與資源保育學系,44,0,0.0%,私立
逢甲大學,一般大學,碩,綠色能源科技碩士學位學程,19,0,0.0%,私立
逢甲大學,一般大學,博,電機與通訊工程博士學位學程,32,0,0.0%,私立
逢甲大學,一般大學,碩,通訊工程學系,49,0,0.0%,私立
逢甲大學,一般大學,碩,自動控制工程學系,43,0,0.0%,私立
逢甲大學,一般大學,碩,資訊電機工程碩在,80,0,0.0%,私立
逢甲大學,一般大學,碩,光電能源與視覺科技碩在,1,0,0.0%,私立
逢甲大學,一般大學,碩,視光科技碩士在職學位學程,16,0,0.0%,私立
逢甲大學,一般大學,碩,光電科學與工程學系,37,0,0.0%,私立
逢甲大學,一般大學,學,美國加州聖荷西州立大學工程雙學士學位學程,15,0,0.00%,私立
逢甲大學,一般大學,碩,資通訊與電控產業碩士專班,3,0,0.0%,私立
逢甲大學,一般大學,博,機械與航空工程博士學位學程,28,0,0.0%,私立
逢甲大學,一般大學,碩,機械與電腦輔助工程學系機械工程碩在,61,0,0.0%,私立
逢甲大學,一般大學,碩,智慧製造與管理產業碩士專班,12,0,0.0%,私立
逢甲大學,一般大學,碩,創新智慧製造與管理產業碩士專班,3,0,0.0%,私立
逢甲大學,一般大學,學,航太與系統工程學系,493,0,0.00%,私立
逢甲大學,一般大學,碩,航太與系統工程學系,41,0,0.0%,私立
逢甲大學,一般大學,碩,工業工程與系統管理學系,44,0,0.0%,私立
逢甲大學,一般大學,博,工業工程與系統管理學系,12,0,0.0%,私立
逢甲大學,一般大學,碩,纖維與複合材料學系,55,0,0.0%,私立
逢甲大學,一般大學,博,纖維與複合材料學系,20,0,0.0%,私立
逢甲大學,一般大學,碩,生醫資訊暨生醫工程碩士學位學程,11,0,0.0%,私立
逢甲大學,一般大學,碩,電聲碩士學位學程,24,0,0.0%,私立
逢甲大學,一般大學,碩,智能製造與工程管理碩士在職學位學程,121,0,0.0%,私立
逢甲大學,一般大學,學,室內設計學士學位學程,38,0,0.00%,私立
逢甲大學,一般大學,碩,景觀與遊憩碩士學位學程,17,0,0.0%,私立
逢甲大學,一般大學,碩,智慧城市國際碩士學位學程,3,0,0.0%,私立
逢甲大學,一般大學,碩,運輸與物流學系,41,0,0.0%,私立
逢甲大學,一般大學,學,全校國際生大一不分系學士班,43,0,0.00%,私立
靜宜大學,一般大學,碩,教育研究所,95,0,0.0%,私立
靜宜大學,一般大學,碩,原住民族文化碩士學位學程,8,0,0.0%,私立
靜宜大學,一般大學,碩,英國語文學系,18,0,0.0%,私立
靜宜大學,一般大學,碩,西班牙語文學系,17,0,0.0%,私立
靜宜大學,一般大學,碩,日本語文學系,20,0,0.0%,私立
靜宜大學,一般大學,學,台灣文學系,208,0,0.00%,私立
靜宜大學,一般大學,碩,台灣文學系,19,0,0.0%,私立
靜宜大學,一般大學,碩,中國文學系,34,0,0.0%,私立
靜宜大學,一般大學,碩,犯罪防治碩士學位學程,13,0,0.0%,私立
靜宜大學,一般大學,碩,寰宇管理碩士學位學程,66,0,0.0%,私立
靜宜大學,一般大學,學,經營管理進修學士班,1,0,0.00%,私立
靜宜大學,一般大學,碩,管理碩在,111,0,0.0%,私立
靜宜大學,一般大學,碩,創新與創業管理碩士學位學程,12,0,0.0%,私立
靜宜大學,一般大學,碩,法律學系,68,0,0.0%,私立
靜宜大學,一般大學,博,食品營養學系,28,0,0.0%,私立
靜宜大學,一般大學,碩,生態人文學系,3,0,0.0%,私立
靜宜大學,一般大學,學,生態人文學系,188,0,0.00%,私立
靜宜大學,一般大學,學,應用化學系,386,0,0.00%,私立
靜宜大學,一般大學,碩,應用化學系,26,0,0.0%,私立
靜宜大學,一般大學,博,應用化學系,12,0,0.0%,私立
靜宜大學,一般大學,碩,財務工程學系,14,0,0.0%,私立
靜宜大學,一般大學,碩,資訊管理學系,20,0,0.0%,私立
靜宜大學,一般大學,碩,資訊傳播工程學系,7,0,0.0%,私立
靜宜大學,一般大學,碩,資訊學院資訊應用與科技管理碩在,9,0,0.0%,私立
靜宜大學,一般大學,碩,資訊工程學系,5,0,0.0%,私立
靜宜大學,一般大學,博,化粧品科學系,8,0,0.0%,私立
靜宜大學,一般大學,碩,社會工作與兒童少年福利學系,75,0,0.0%,私立
靜宜大學,一般大學,學,健康照顧社會工作學士學位學程原住民專班,15,0,0.00%,私立
長庚大學,一般大學,碩,工業設計學系,10,0,0.0%,私立
長庚大學,一般大學,碩,商管專業學院碩士學位學程,189,0,0.0%,私立
長庚大學,一般大學,碩,醫務管理學系,27,0,0.0%,私立
長庚大學,一般大學,碩,智慧醫療創新碩士學位學程,10,0,0.0%,私立
長庚大學,一般大學,博,生物科技產業博士學位學程,5,0,0.0%,私立
長庚大學,一般大學,碩,生物科技產業碩士學位學程,5,0,0.0%,私立
長庚大學,一般大學,碩,生物醫學系臨床試驗與評估碩士班,108,0,0.0%,私立
長庚大學,一般大學,博,生物醫學研究所,86,0,0.0%,私立
長庚大學,一般大學,碩,資訊管理學系,45,0,0.0%,私立
長庚大學,一般大學,碩,資訊工程學系,43,0,0.0%,私立
長庚大學,一般大學,博,資訊工程學系,6,0,0.0%,私立
長庚大學,一般大學,碩,化工與材料工程學系,79,0,0.0%,私立
長庚大學,一般大學,博,化工與材料工程學系,21,0,0.0%,私立
長庚大學,一般大學,博,電機工程學系,23,0,0.0%,私立
長庚大學,一般大學,碩,電子工程學系,78,0,0.0%,私立
長庚大學,一般大學,碩,光電工程研究所,16,0,0.0%,私立
長庚大學,一般大學,碩,奈米工程及設計碩士學位學程,20,0,0.0%,私立
長庚大學,一般大學,碩,機械工程學系,36,0,0.0%,私立
長庚大學,一般大學,博,機械工程學系,12,0,0.0%,私立
長庚大學,一般大學,碩,生物醫學工程研究所,35,0,0.0%,私立
長庚大學,一般大學,博,生物醫學工程研究所,12,0,0.0%,私立
長庚大學,一般大學,碩,顱顏口腔醫學研究所,42,0,0.0%,私立
長庚大學,一般大學,學,醫學系,653,0,0.00%,私立
長庚大學,一般大學,碩,臨床醫學研究所,30,0,0.0%,私立
長庚大學,一般大學,博,臨床醫學研究所,188,0,0.0%,私立
長庚大學,一般大學,碩,顯微手術國際碩士學位學程,17,0,0.0%,私立
長庚大學,一般大學,碩,護理學系,122,0,0.0%,私立
長庚大學,一般大學,博,護理學系,10,0,0.0%,私立
長庚大學,一般大學,碩,醫學生物技術暨檢驗學系,31,0,0.0%,私立
長庚大學,一般大學,碩,醫學影像暨放射科學系,17,0,0.0%,私立
長庚大學,一般大學,博,醫學影像暨放射科學系,8,0,0.0%,私立
長庚大學,一般大學,學,物理治療學系,172,0,0.00%,私立
長庚大學,一般大學,碩,物理治療學系,28,0,0.0%,私立
長庚大學,一般大學,博,物理治療學系,18,0,0.0%,私立
長庚大學,一般大學,學,職能治療學系,167,0,0.00%,私立
長庚大學,一般大學,碩,職能治療學系行為科學碩士班,49,0,0.0%,私立
長庚大學,一般大學,碩,早期療育研究所,26,0,0.0%,私立
長庚大學,一般大學,學,中醫學系,410,0,0.00%,私立
長庚大學,一般大學,碩,中醫學系天然藥物碩士班,29,0,0.0%,私立
長庚大學,一般大學,碩,健康照護產業碩士學位學程,18,0,0.0%,私立
元智大學,一般大學,碩,藝術與設計學系藝術與設計管理碩士班,17,0,0.0%,私立
元智大學,一般大學,碩,應用外語學系,46,0,0.0%,私立
元智大學,一般大學,碩,管理學院財務金融暨會計碩士班,68,0,0.0%,私立
元智大學,一般大學,碩,管理學院創新經營管理越南境外碩在,206,0,0.0%,私立
元智大學,一般大學,碩,生物科技與工程研究所,10,0,0.0%,私立
