channel,date,logger_id,start,end,duration,type,title
tvbs,20190624,qeqiwJj5nv,1,149,149,新聞,"反制？　長榮將招2百空服　工會：我們不是免洗筷(TTOowZBb_s4)/打破潛規則!長榮首招""男""空服  地勤優先"
tvbs,20190624,EellJekmgA,1,10,10,新聞,"工會控是長榮不溝通!稱罷工""一定成功"""
tvbs,20190624,qeqiwJj5nv,3746,3768,23,新聞,工會多次醞釀罷工!長榮今年招3百外籍空服
tvbs,20190624,3MUX59yOHq,3485,3597,113,新聞,"250美金賠償哪夠?旅客:延誤花三千美元/長榮7/2前取消1044航班　旅客：賠償金太少(CsuFTUo4JJg港人挺罷工 ""挺反送中三罷也挺空服員""/罷工不賠?旅客怨信用卡公司偷改條款)"
tvbs,20190624,3MUX59yOHq,231,343,113,新聞,"250美金賠償哪夠?旅客:延誤花三千美元/長榮7/2前取消1044航班　旅客：賠償金太少(CsuFTUo4JJg)/港人挺罷工  ""挺反送中三罷也挺空服員""/罷工不賠?旅客怨信用卡公司偷改條款/長榮罷工第5日  7/2前共取消1044航班"
tvbs,20190624,qeqiwJj5nv,3826,3906,81,新聞,"205美金賠償哪夠?旅客延誤花三千美元/長榮7/2前取消1044航班　旅客：賠償金太少(CsuFTUo4JJg)港人挺罷工  ""挺反送中二罷也挺空服員"""
tvbs,20190624,3MUX59yOHq,676,809,134,新聞,"「挺罷工嗎」意見分歧　空姐PO文質疑外部工會主導(b_fMNgpFAvA)/不同調!工會空服員:8大訴求""非所有人同意""/前空服員&藝人哈孝遠  赴罷工現場獻支持"
ctitv,20190623,qXVnCmGOjo,319,421,103,新聞,譴責長榮突襲罷工！旅行公會擬發動抗議
ctitv,20190623,qXVnCmGOjo,1696,1720,25,新聞,談長榮空服罷工 憲哥開玩笑回應：來我公司上班
ctitv,20190623,3CQ8sTwkga,771,805,35,新聞,罷工持久戰！　長榮取消885航班　旅客怨被迫停工(s8atmd7str8)
ctitv,20190623,3CQ8sTwkga,816,816,1,新聞,罷工持久戰！　長榮取消885航班　旅客怨被迫停工(s8atmd7str8)
ctitv,20190623,3CQ8sTwkga,821,895,75,新聞,罷工持久戰！　長榮取消885航班　旅客怨被迫停工(s8atmd7str8)
ctitv,20190623,qXVnCmGOjo,234,238,5,新聞,罷工持久戰！　長榮取消885航班　旅客怨被迫停工(s8atmd7str8)
ctitv,20190623,rfU8IAvOzY,3528,3546,19,新聞,罷工持久戰！　長榮取消885航班　旅客怨被迫停工(s8atmd7str8)
ctitv,20190623,3CQ8sTwkga,806,815,10,新聞,罷工四日！　工會代表赴桃機道歉　地勤、旅客不領情(8PBrc5eAixU)
ctitv,20190623,3CQ8sTwkga,817,820,4,新聞,罷工四日！　工會代表赴桃機道歉　地勤、旅客不領情(8PBrc5eAixU)
ctitv,20190623,qXVnCmGOjo,99,233,135,新聞,罷工四日！　工會代表赴桃機道歉　地勤、旅客不領情(8PBrc5eAixU)
ctitv,20190623,qXVnCmGOjo,3819,3901,83,新聞,罷工四日！　工會代表赴桃機道歉　地勤、旅客不領情(8PBrc5eAixU)
ctitv,20190623,rfU8IAvOzY,224,370,147,新聞,罷工四日！　工會代表赴桃機道歉　地勤、旅客不領情(8PBrc5eAixU)
ctitv,20190623,rfU8IAvOzY,3406,3527,122,新聞,罷工四日！　工會代表赴桃機道歉　地勤、旅客不領情(8PBrc5eAixU)
ctitv,20190623,mrLVNJaXv0,2162,2277,116,新聞,遇罷工趕不回參加造勢 正妹韓粉跨海打氣
ctitv,20190623,rfU8IAvOzY,1622,1707,86,新聞,雨中口角衝突！長榮持委託書拿回證件 工會拒絕
ctitv,20190623,3CQ8sTwkga,896,1016,121,新聞,長榮罷工第四天！　「罷工預告期」入法掀討論(5A4InWHsrNU)
ctitv,20190623,rfU8IAvOzY,508,607,100,新聞,長榮罷工第四天！　「罷工預告期」入法掀討論(5A4InWHsrNU)
ctitv,20190623,qXVnCmGOjo,1461,1580,120,新聞,長榮罷工72小時惹民怨 空服員：有壓力但會堅持
ctitv,20190623,zDbjTWbTtC,3639,3651,13,新聞,長榮罷工！月底前885班取消 旅遊業擬抗爭反制
ctitv,20190623,3CQ8sTwkga,39,51,13,新聞,長榮罷工！月底前885班取消 旅遊業擬抗爭反制
ctitv,20190623,qXVnCmGOjo,239,318,80,新聞,長榮喊話秀委託書 籲罷工同仁返崗位
ctitv,20190623,rfU8IAvOzY,371,507,137,新聞,反空服罷工！旅遊業火大　週二號召百人抗議(q-ICT-TAwxg)
ctitv,20190623,rfU8IAvOzY,3547,3661,115,新聞,反空服罷工！旅遊業火大　週二號召百人抗議(q-ICT-TAwxg)
ctitv,20190623,mrLVNJaXv0,1,61,61,新聞,反空服罷工！旅遊業火大　週二號召百人抗議(q-ICT-TAwxg)
ctitv,20190623,qXVnCmGOjo,1396,1460,65,新聞,互槓！長榮資方代討三寶 工會：不知委託書真假
ebc,20190623,QZzhyeGMnh,2115,2158,44,新聞,點名部分媒體報假新聞 空服員工會：惡意抹黑
ebc,20190623,rVjX1aoHJG,861,1007,147,新聞,罷工現場溫情喊話！ 長榮：家是永遠避風港(RfRP4EHbpzo)
ebc,20190623,rVjX1aoHJG,3502,3779,278,新聞,罷工現場溫情喊話！ 長榮：家是永遠避風港(RfRP4EHbpzo)
ebc,20190623,SzyVyAJ3ar,1,179,179,新聞,罷工現場溫情喊話！ 長榮：家是永遠避風港(RfRP4EHbpzo)
ebc,20190623,I9K8BPZ6O7,404,541,138,新聞,最新》組員爸爸帶唱「隱形的翅膀」 全家挺女兒罷工(G_B_1CsIfG8)
ebc,20190623,rVjX1aoHJG,2558,2701,144,新聞,停飛牽連慘業 反罷工抗議
ebc,20190623,SzyVyAJ3ar,317,450,134,新聞,站罷工前線空服員李瀅 懷胎4月挺孕肚發聲(z4CqVqveQ0I)
ebc,20190623,rVjX1aoHJG,1008,1045,38,新聞,持久罷工至6/29 重啟談判聲聲催
ebc,20190623,QZzhyeGMnh,1932,2028,97,新聞,長榮罷工逾66小時 工會：收到2000本護照
ebc,20190623,1qMFtH7jix,281,422,142,新聞,長榮罷工第4天！12小時輪班 空姐打哈欠持續靜坐(T9Fl19ZYLn4)
ebc,20190623,1qMFtH7jix,3604,3769,166,新聞,長榮罷工第4天！12小時輪班 空姐打哈欠持續靜坐(T9Fl19ZYLn4)
ebc,20190623,QZzhyeGMnh,3783,3901,119,新聞,長榮勞資雙方僵持不下 交部盼盡速重啟談判(rB0AJw7JgeQ)
ebc,20190623,1qMFtH7jix,149,280,132,新聞,長榮勞資雙方僵持不下 交部盼盡速重啟談判(rB0AJw7JgeQ)
ebc,20190623,1qMFtH7jix,3497,3603,107,新聞,長榮勞資雙方僵持不下 交部盼盡速重啟談判(rB0AJw7JgeQ)
ebc,20190623,rVjX1aoHJG,1046,1144,99,新聞,長榮勞資雙方僵持不下 交部盼盡速重啟談判(rB0AJw7JgeQ)
ebc,20190623,rVjX1aoHJG,3780,3901,122,新聞,長榮勞資雙方僵持不下 交部盼盡速重啟談判(rB0AJw7JgeQ)
ebc,20190623,SzyVyAJ3ar,180,316,137,新聞,長榮勞資雙方僵持不下 交部盼盡速重啟談判(rB0AJw7JgeQ)
ebc,20190623,QZzhyeGMnh,3645,3782,138,新聞,空運史上最大癱瘓！旅客急「我會被開除」超怒(fhvRDuLvgB8)
ebc,20190623,1qMFtH7jix,13,148,136,新聞,空運史上最大癱瘓！旅客急「我會被開除」超怒(fhvRDuLvgB8)
ebc,20190623,1qMFtH7jix,3770,3901,132,新聞,空運史上最大癱瘓！旅客急「我會被開除」超怒(fhvRDuLvgB8)
ebc,20190623,1qMFtH7jix,1,12,12,新聞,心疼媽媽工作很辛苦 兒子：罷工是好主意
ebc,20190623,QZzhyeGMnh,2601,2723,123,新聞,「罷工預告期」入法？ 綠委：罷工應維持四成運量(ponksjTyhIg)
ebc,20190623,I9K8BPZ6O7,28,403,376,新聞,「不要責罵地勤」 工會幹部致歉 地勤臉垮不領情(N3TGX-Hed6c)
ebc,20190623,QZzhyeGMnh,3498,3644,147,新聞,"""罷工是好主意"" 長榮座艙長兒力挺"
ebc,20190623,I9K8BPZ6O7,2316,2474,159,新聞,"""停止打壓 盡快協商"" 工會：請本人來現場取三寶"
ebc,20190623,rVjX1aoHJG,513,860,348,新聞,"""不要責罵地勤"" 工會幹部致歉 地勤臉垮不領情"
formosa,20190623,gdVs8fl2fQ,2738,2761,24,新聞,籲政府速協調勞資協商 明訂合理罷工規範
formosa,20190623,Q4IQXkjpRl,705,817,113,新聞,"質疑長榮帶風向 空服員控""沒罷工卻只能待命""/ 休假未第一時間回覆公司 空服員被列罷工名單/ 刻意營造低營運假象?長榮:一切都是不實指控/ 控特定媒體假消息抹黑 工會一度響應凱道反紅媒/ 空服員繳交""三寶""破2千份 工會籲抗爭到底"
formosa,20190623,gdVs8fl2fQ,541,654,114,新聞,"質疑長榮帶風向 空服員控""沒罷工卻只能待命""/ 休假未第一時間回覆公司 空服員被列罷工名單/ 刻意營造低營運假象? 長榮:一切都是不實指控/ 控特定媒體假消息抹黑 工會一度響應凱道反紅媒/ 空服員繳交""三寶""破2千份 工會籲抗爭到底"
formosa,20190623,cWlIEtjz5H,3159,3275,117,新聞,"罷工day4!空服員在南崁輪""班""上陣/ 飄大雨不減士氣!空服員持續罷工抗議/ 日支薪佔薪資五成 王:是薪資根本!/ 曾任長榮地勤 林:清楚公司如何壓榨"
formosa,20190623,cWlIEtjz5H,3276,3281,6,新聞,罷工day4! 空服員家屬陪同靜坐力挺
formosa,20190623,cWlIEtjz5H,1188,1270,83,新聞,"罷工day4! 空服員在南崁輪""班""上陣/ 飄大雨不減士氣!空服員持續罷工抗議/ 南崁下大雨 空服員撐傘.穿雨衣靜坐/ 罷工抗戰分早晚班 工會共五梯次總部外抗議/工會晚間7點半舉行""團結""晚會 盼各界代表聲援"
formosa,20190623,MU5SvunUgd,1769,1811,43,新聞,"罷工預告期入法? 交通部再拋""授權期"""
formosa,20190623,cWlIEtjz5H,297,310,14,新聞,罷工預告期入法 最快下會期排審
formosa,20190623,cWlIEtjz5H,311,321,11,新聞,罷工預告期入法 最快下會期排審
formosa,20190623,gdVs8fl2fQ,655,696,42,新聞,罷工預告期入法
formosa,20190623,xQl0ZtGXEm,1297,1306,10,新聞,罷工持續延燒 至今影響逾300航班
formosa,20190623,cWlIEtjz5H,1466,1810,345,新聞,罷工延燒影響數萬名旅客 交通部舉行記者會
formosa,20190623,xQl0ZtGXEm,968,1028,61,新聞,罷工4天累積取消315航班 旅客無奈辦簽轉
formosa,20190623,gdVs8fl2fQ,878,935,58,新聞,資方秀10多位空服員委託書 工會質疑真實性/ 工會強調三寶證件 需空服員上門自取!/ 雙方僵持不下 長榮再喊話呼籲靜坐同仁快回家
formosa,20190623,cWlIEtjz5H,121,205,85,新聞,黑夜等到白天 旅客機場苦等盼有簽轉機會/ 勞資長期抗戰! 長榮一口氣公布月底航班資訊/ 長榮第一線地勤 耐心協助旅客簽轉/ 長榮今取消113航班! 影響逾2萬3千名旅客
formosa,20190623,cWlIEtjz5H,206,231,26,新聞,許銘春探視罷工空服員 盼雙方重回談判桌
formosa,20190623,gdVs8fl2fQ,2638,2664,27,新聞,航空業頻罷工受不了 旅行業者號召抗議
formosa,20190623,gdVs8fl2fQ,2697,2737,41,新聞,"航空業3年3度罷工 旅行業者號朝百人""反罷工""/ 旅行業者譴責工會突襲罷工""綁架消費者"""
formosa,20190623,cWlIEtjz5H,21,120,100,新聞,旅客轉簽 至今已取消逾三百航班/ 今取消113航班 僅維持四成運能/ 旅客苦等轉簽 至今已取消逾三百航班/ 罷工影響 畢旅差點泡湯! 旅客:心情大受打擊/ 憂畢旅泡湯! 旅客:緊張形成.飯店受影響/ 班機延後12小時 旅客: 長榮協助西雅圖轉溫哥華
formosa,20190623,cWlIEtjz5H,3282,3372,91,新聞,"南崁下大雨 空服員撐傘.穿雨衣靜坐/ 加入罷工行列 陸續有空服員來繳交""三寶""/ 持續延燒! 參與罷工空服員已突破2千位/ 工會晚間7點半舉行""團結""晚會 盼各界代表聲援/ 長榮告成員""日虧損3400萬""要索賠 工會控資方恐嚇"
formosa,20190623,cWlIEtjz5H,1174,1187,14,新聞,南崁下大雨 空服員撐傘.穿雨衣靜坐
formosa,20190623,cWlIEtjz5H,3152,3158,7,新聞,南崁下大雨 空服員撐傘.穿雨衣靜坐
formosa,20190623,xQl0ZtGXEm,1259,1296,38,新聞,長榮罷工day4 勞資長期抗戰
formosa,20190623,cWlIEtjz5H,279,296,18,新聞,長榮罷工邁入第四天 勞動部長視察盼重啟協商
formosa,20190623,xQl0ZtGXEm,929,967,39,新聞,長榮罷工第四天 取消315航班影響6萬旅客
formosa,20190623,gdVs8fl2fQ,308,344,37,新聞,長榮罷工第四天
formosa,20190623,gdVs8fl2fQ,504,540,37,新聞,長榮罷工第四天
formosa,20190623,xQl0ZtGXEm,1029,1049,21,新聞,長榮罷工害回不了家 外國旅客機場苦等
formosa,20190623,xQl0ZtGXEm,1050,1096,47,新聞,長榮罷工四天取消315航班 創空運史紀錄/ 長榮罷工第四天 取消315航班影響6萬旅客
formosa,20190623,gdVs8fl2fQ,825,845,21,新聞,長榮幹部拿受委託「三寶」遭拒  與工會口角
formosa,20190623,gdVs8fl2fQ,846,877,32,新聞,"長榮幹部要拿受委託""三寶遭拒 與工會爆口角"
formosa,20190623,gdVs8fl2fQ,2665,2696,32,新聞,長榮勞資對抗釀罷工 旅行業者受傷慘重
formosa,20190623,gdVs8fl2fQ,697,715,19,新聞,長榮空服員罷工衝擊大 罷工預告期入法聲浪起
formosa,20190623,MU5SvunUgd,1812,1828,17,新聞,長榮空服員罷工 罷工預告期入法聲浪起
formosa,20190623,xQl0ZtGXEm,1097,1133,37,新聞,長榮空服員抗議第四天  送親筆信.家屬陪同力挺
formosa,20190623,Q4IQXkjpRl,1053,1090,38,新聞,長榮空服雨中靜坐 工會項旅客鞠躬道歉挨罵
formosa,20190623,cWlIEtjz5H,1350,1366,17,新聞,"長榮告成員""日虧損3400萬""要索賠 工會控資方恐嚇"
formosa,20190623,Q4IQXkjpRl,897,990,94,新聞,長榮收委託書代替空服員取回三寶 勞資再爆衝突/ 長榮收委託書代替取回三寶 工會拒絕爆口角/ 工會:委託書無法證明身分 請空服員親自來取/ 與工會口角再衝突! 長榮代表未取回三寶離開
formosa,20190623,Q4IQXkjpRl,868,896,29,新聞,長榮收委託書代替取回三寶 工會拒絕爆口角
formosa,20190623,cWlIEtjz5H,1,20,20,新聞,長期抗戰day4! 空服員罷工延燒逾60小時
formosa,20190623,Q4IQXkjpRl,661,704,44,新聞,"空服員控""願意支援卻只能待命"" 長榮:不實指控"
formosa,20190623,gdVs8fl2fQ,360,424,65,新聞,空服工會鞠躬道歉 旅客不領情直接飆罵/ 勞資對抗旅客倒霉 取消860航班影響17萬人/ 空服員雨中靜坐展決心 家屬到場相挺送暖
formosa,20190623,Q4IQXkjpRl,1091,1230,140,新聞,空服工會成員對旅客鞠躬道歉 向地勤致意/ 空服工會鞠躬道歉 旅客不領情直接飆罵/ 勞資對抗旅客倒霉 取消860航班影響17萬人/ 空服員雨中靜坐展決心 家屬到場相挺送暖/ 大學生寫信挺勞權 空服員感嘆:罷工不得已/ 罷工空服員心路歷程:工會成立後 福利才好轉
formosa,20190623,gdVs8fl2fQ,345,359,15,新聞,空服工會向旅客鞠躬道歉 向地勤致意
formosa,20190623,MU5SvunUgd,1881,1937,57,新聞,"昔反對預告期 勞動部長鬆口:可研議修法/ 交通部拋""罷工授權期""限定實行罷工期限/ 勞團批授權期嚴重干預 交通部: 將與勞動部研討"
formosa,20190623,xQl0ZtGXEm,1134,1258,125,新聞,周日起雨勢不斷 家屬送來薑湯為空服員打氣/ 許銘春周日晚間到場 將協商勞資重回談判桌
formosa,20190623,gdVs8fl2fQ,775,810,36,新聞,"交通部拋""罷工授權期""限定實行罷工期限"
formosa,20190623,gdVs8fl2fQ,2762,2774,13,新聞,台灣空運史上最大癱瘓紀錄 旅行業者損失慘重
formosa,20190623,cWlIEtjz5H,1300,1349,50,新聞,"加入罷工行列 陸續有空服員來繳交""三寶""/工會晚間7點半舉行""團結""晚會 盼各界代表聲援/ 持續延燒! 參與罷工空服員已突破2千位/ 長榮告成員""日虧損3400萬""要索賠 工會控資方恐嚇/ 工會盼重啟談判 要求資方提出""新方案"""
formosa,20190623,cWlIEtjz5H,1271,1299,29,新聞,"加入罷工行列 陸續有空服員來繳交""三寶""/ 持續延燒! 參與罷工空服員已突破2千位"
formosa,20190623,Q4IQXkjpRl,991,1052,62,新聞,工會準備好長期抗爭 罷工輪班表排到30號
formosa,20190623,gdVs8fl2fQ,425,503,79,新聞,"大學生寫信挺勞權 空服員感嘆:罷工不得已/ 罷工空服員心路歷程:工會成立後 福利才好轉/ ""勞工姊妹""賴香伶到場 向長榮空服員信心喊話"
formosa,20190623,cWlIEtjz5H,265,278,14,新聞,大雨來襲 空服員家屬送熱薑湯打氣
formosa,20190623,Q4IQXkjpRl,1231,1245,15,新聞,"""勞工姊妹""賴香伶到場 向長榮空服員信心喊話"
set,20190623,nYzh6ET03j,468,475,8,新聞,罷工戰線拉長！空服員工會:繳交證件已破2000
set,20190623,nYzh6ET03j,1016,1043,28,新聞,衰！他出國罷工.天災全碰上 網:下次請預告
set,20190623,nYzh6ET03j,456,467,12,新聞,長榮罷工預計11天取消873航班 衝擊逾17萬人/長榮罷工第四天！工會控抹黑護聲譽
set,20190623,nYzh6ET03j,1491,1729,239,新聞,長榮罷工預計11天取消873航班 衝擊逾17萬人/今砍百航班.37%運能凍結！交部開應變會議/長榮明將維持4成運能！ 交部:力促雙方和談/修法罷工預告期?交部:將再與勞動部溝通
set,20190623,nYzh6ET03j,422,455,34,新聞,長榮罷工第四天！工會控抹黑護聲譽/長榮罷工地4天 空服員願有條件回談判桌/罷工戰線拉長！空服員工會:繳交證件已破2000
set,20190623,nYzh6ET03j,476,529,54,新聞,長榮罷工第4天 空服員願有條件回談判桌/長榮罷工預計11天取消873航班 衝擊17萬人/長榮罷工第四天！工會控抹黑護聲譽
set,20190623,pjdpnOAMhp,1209,1310,102,新聞,"長榮罷工耐力賽！工會:已收超過兩千證件/旅客累趴了！徹夜等待轉簽 旅程延誤泡湯/訂定""罷工預告期""交通部:乘客有時間轉簽"
set,20190623,YQ3hQHVoFd,3431,3537,107,新聞,"長榮罷工耐力賽！工會:已收超過兩千證件/旅客累趴了！徹夜等待轉簽 旅程延誤泡湯/訂定""罷工預告期"" 交通部:乘客有時間轉簽"
set,20190623,2fEeKZDfcy,1446,1567,122,新聞,"長榮罷工耐力賽！工會:已收超過兩千證件/旅客累趴了！徹夜等待轉簽 旅程延誤泡湯/訂定""罷工預告期"" 交通部:乘客有時間轉簽"
set,20190623,5mTEDWzQS8,2934,3035,102,新聞,"長榮罷工耐力賽！工會:已收超過兩千證件/旅客累趴了！徹夜等待轉簽 旅程延誤泡湯/訂定""罷工預告期"" 交通部:乘客有時間轉簽"
set,20190623,pjdpnOAMhp,3752,3800,49,新聞,長榮罷工耐力賽！工會:已收超過兩千證件/旅客累趴了！徹夜等待轉簽 旅程延誤泡湯
set,20190623,2fEeKZDfcy,157,205,49,新聞,長榮罷工耐力賽！工會:已收超過兩千證件/旅客累趴了！徹夜等待轉簽 旅程延誤泡湯
tvbs,20190623,KugT8cxwJw,387,482,96,新聞,"蘇揆稱罷工軍機支援　網Kuso照片嘲諷(V7qCNz9A3Ro)/""軍機疏運""遭諷  蘇揆臉書親自回應"
tvbs,20190623,JCCRZik2iJ,1232,1365,134,新聞,蘇揆稱罷工軍機支援　網Kuso照片嘲諷(V7qCNz9A3Ro)
tvbs,20190623,JCCRZik2iJ,243,298,56,新聞,轉機落地就罷工!外籍客卡超過72小時/無奈又著急!轉機客遭取消 昨打62無人接/罷工持續!今預計取消116班  恐延誤2.9萬旅客
tvbs,20190623,JCCRZik2iJ,1397,1730,334,新聞,罷工第4天!估取消113航班  交部開應變會議/長榮明起維持四成營運  持續處理簽轉事宜/航空罷工影響權益  罷工預告期受關注
tvbs,20190623,fJgR5rXyag,22,221,200,新聞,"罷工延燒!長榮航空發言人陳耀明出面說明/""罷工同仁想返回崗位""長榮出示委託書/向罷工空服員喊話  長榮:歡迎回來"
tvbs,20190623,fJgR5rXyag,795,945,151,新聞,"罷工延燒!長榮航空發言人陳耀明出面說明/""罷工同仁想返回崗位""長榮出示委託書/火爆!長榮代討罷工三寶  槓上工會/長榮偕律師討罷工三寶  工會:私人物品/長榮秀空服委託書  工會:待辨識真假"
tvbs,20190623,fJgR5rXyag,1974,2220,247,新聞,罷工延燒!長榮航空發言人陳耀明出面說明/　旅行公會6/25　百人赴長榮反罷工(Hye9VcKRcPA)長榮秀證明取罷工三寶 工會:請本人來領/長榮出示委託書討證件  滂沱雨勞資衝突/向罷工空服員喊話 長榮:歡迎回來
tvbs,20190623,JCCRZik2iJ,2819,2869,51,新聞,罷工乃合法  勞動部長籲勞儘快談判
tvbs,20190623,fJgR5rXyag,3758,3885,128,新聞,罷工4日！　旅客夜宿機場　港客急哭：回不了家(XSD2VSwmAps)
tvbs,20190623,7cQxpNMCFq,163,290,128,新聞,罷工4日！　旅客夜宿機場　港客急哭：回不了家(XSD2VSwmAps)
tvbs,20190623,7cQxpNMCFq,3123,3250,128,新聞,罷工4日！　旅客夜宿機場　港客急哭：回不了家(XSD2VSwmAps)
tvbs,20190623,JCCRZik2iJ,176,242,67,新聞,無奈又著急!轉機客遭取消  昨打62無人接/罷工持續!今預計取消116班  恐延誤2.9萬旅客
tvbs,20190623,JCCRZik2iJ,2870,2879,10,新聞,接連航空罷工影響旅客  許銘春:檢討程序
tvbs,20190623,JCCRZik2iJ,2896,2933,38,新聞,值勤返台竟被歸為「罷工」　空姐被請出公司(e_wsgGBWxkU)
tvbs,20190623,JCCRZik2iJ,2969,3032,64,新聞,值勤返台竟被歸為「罷工」　空姐被請出公司(e_wsgGBWxkU)
tvbs,20190623,JCCRZik2iJ,2934,2968,35,新聞,"值勤返台竟被歸為""罷工"" 空姐被請出公司(z__PBhMxzss)"
tvbs,20190623,KugT8cxwJw,2095,2216,122,新聞,要有罷工預告期？　綠委提應30天預告(fbIhQ1UIE04)/台罷工門檻高!勞方:資方應告知恐有罷工
tvbs,20190623,2jXLeLtD7c,3491,3611,121,新聞,要有罷工預告期？　綠委提應30天預告(fbIhQ1UIE04)
tvbs,20190623,7cQxpNMCFq,3400,3414,15,新聞,突襲太傷！　旅行公會6/25　百人赴長榮反罷工(Hye9VcKRcPA)/綁架大眾當籌碼!旅行社擬向長榮.工會求償
tvbs,20190623,7cQxpNMCFq,3275,3399,125,新聞,突襲太傷！　旅行公會6/25　百人赴長榮反罷工(Hye9VcKRcPA)/1日總損失兩億  公會籲行政院訂15天預告期
tvbs,20190623,JCCRZik2iJ,2806,2818,13,新聞,雨夜打氣!勞動部長探視長榮罷工空服員
tvbs,20190623,7cQxpNMCFq,507,566,60,新聞,長榮寧賠錢不讓步？　學者：「禁搭便車」影響管理(FJWXEO-KeQs)
tvbs,20190623,7cQxpNMCFq,567,667,101,新聞,長榮寧賠錢不讓步？　學者：「禁搭便車」影響管理(FJWXEO-KeQs)
tvbs,20190623,7cQxpNMCFq,3415,3456,42,新聞,長榮寧賠錢不讓步？　學者：「禁搭便車」影響管理(FJWXEO-KeQs)
tvbs,20190623,7cQxpNMCFq,3457,3576,120,新聞,"長榮寧賠錢不讓步? 學者:""禁搭便車""影響管理(solmqVxWBUs)/兒陪媽咪淋雨罷工!心疼挺:媽媽都不能放假"
tvbs,20190623,fJgR5rXyag,946,994,49,新聞,長榮偕律師討罷工三寶 工會:私人物品/長榮秀空服委託書 工會:待辨識真假/長榮偕律師籲勿阻撓  工會高喊:保護會員
tvbs,20190623,fJgR5rXyag,3623,3626,4,新聞,空運最大罷工.損17.5萬客
tvbs,20190623,7cQxpNMCFq,28,30,3,新聞,空運最大罷工.損17.5萬客
tvbs,20190623,7cQxpNMCFq,3725,3878,154,新聞,"空服工會掛牌赴桃機致歉　地勤冷眼不領情(t2NcE32fu-c)/員工自願加班""4-5小時""幫簽轉  客服主管淚崩/許銘春慰問罷工成員  地勤:收拾殘局的同仁呢?"
tvbs,20190623,2jXLeLtD7c,125,278,154,新聞,"空服工會掛牌赴桃機致歉　地勤冷眼不領情(t2NcE32fu-c)/員工自願加班""4-5小時""幫簽轉  客服主管淚崩/許銘春慰問罷工成員  地勤:收拾殘局的同仁呢?"
tvbs,20190623,7cQxpNMCFq,317,475,159,新聞,空服工會掛牌赴桃機致歉　地勤冷眼不領情(t2NcE32fu-c)
tvbs,20190623,KugT8cxwJw,3627,3712,86,新聞,"空姐爆料""想出勤卻只能待命"" 長榮:假消息(fzOUr4Oqu1A)/忙到沒時間陪我玩!男童冒雨挺空姐媽"
tvbs,20190623,KugT8cxwJw,139,255,117,新聞,"空姐爆料""想出勤卻只能待命"" 長榮:假消息(fzOUr4Oqu1A)/工會質疑長榮""故意不飛""施壓  長榮:不實指控/"
tvbs,20190623,JCCRZik2iJ,3739,3855,117,新聞,"空姐爆料""想出勤卻只能待命"" 長榮:假消息(fzOUr4Oqu1A)/工會質疑長榮""故意不飛""施壓  長榮:不實指控"
tvbs,20190623,2jXLeLtD7c,279,368,90,新聞,"空姐爆料""想出勤卻只能待命"" 長榮:假消息(fzOUr4Oqu1A)/工會質疑長榮""故意不飛""施壓  長榮:不實指控"
tvbs,20190623,7cQxpNMCFq,3879,3906,28,新聞,"空姐爆料""想出勤卻只能待命"" 長榮:假消息(fzOUr4Oqu1A)"
tvbs,20190623,7cQxpNMCFq,1170,1313,144,新聞,火爆！　資方帶「委託書」幫領三寶　工會：請本人來(aQ5_hGdIYx8)
tvbs,20190623,7cQxpNMCFq,3577,3665,89,新聞,火爆！　資方帶「委託書」幫領三寶　工會：請本人來(aQ5_hGdIYx8)
tvbs,20190623,7cQxpNMCFq,3666,3724,59,新聞,火爆！　資方帶「委託書」幫領三寶　工會：請本人來(aQ5_hGdIYx8)
tvbs,20190623,2jXLeLtD7c,1,65,65,新聞,火爆！　資方帶「委託書」幫領三寶　工會：請本人來(aQ5_hGdIYx8)
tvbs,20190623,2jXLeLtD7c,66,124,59,新聞,火爆！　資方帶「委託書」幫領三寶　工會：請本人來(aQ5_hGdIYx8)
tvbs,20190623,2jXLeLtD7c,369,386,18,新聞,"工會質疑長榮""故意不飛""施壓 長榮:不實指控"
tvbs,20190623,KugT8cxwJw,3713,3752,40,新聞,"工會質長榮""故意不飛""施壓  長榮:不實指控"
tvbs,20190623,JCCRZik2iJ,75,175,101,新聞,大雨來襲!空服員持續靜坐 爭勞權/上午10點換班  長榮空服靜坐一夜疲憊/罷工第四天  長榮空服願有條件回談判桌
tvbs,20190623,KugT8cxwJw,2086,2094,9,新聞,大雨來襲！　工會喊話、唱歌凝聚罷工士氣(-G-TchFTbsE)/罷工12小時輪班!僅1位領回三寶  回崗位
tvbs,20190623,KugT8cxwJw,1946,2085,140,新聞,大雨來襲！　工會喊話、唱歌凝聚罷工士氣(-G-TchFTbsE)/勞資攻防!長榮代為領回三寶  工會:須本人/罷工12小時輪班!僅1位領回三寶 回崗位
tvbs,20190623,KugT8cxwJw,3753,3894,142,新聞,大雨來襲！　工會喊話、唱歌凝聚罷工士氣(-G-TchFTbsE)//罷工12小時輪班!僅1位領回三寶 回崗位/勞資攻防!長榮代為領回三寶 工會:須本人
tvbs,20190623,KugT8cxwJw,3895,3906,12,新聞,大雨來襲！　工會喊話、唱歌凝聚罷工士氣(-G-TchFTbsE)
