date.x,domain,title,url
2019-06-27,ettoday,長榮資方施放「回家吧！」氣球　勞方：我們還看不見回家的路 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476431.htm
2019-06-27,ettoday,自稱醫師！她狠酸空服員「這些小公舉」：只會在天空端盤子　1.1萬人戰翻 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476406.htm
2019-06-27,ettoday,罷工讓步！長榮空服員調整4大方向　8大訴求前後比一比 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476396.htm?ercamp=sorted_hot_news
2019-06-27,ettoday,「空服員專業在哪」！他翻出專業度排行…得到神奇編號5111　曝：國際認可 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476347.htm?ercamp=sorted_hot_news
2019-06-27,ettoday,罷工空服員提8訴求「僅公開4項」！　不爭禁搭便車、調日支費 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476330.htm?ercamp=sorted_hot_news
2019-06-27,ettoday,LIVE／長榮罷工第八天！工會結束馬拉松式協商　將提最新8點訴求 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476264.htm
2019-06-27,ettoday,長榮空服員罷工Day.8工會將提新8大訴求　交通部盼「月底落幕」 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476107.htm?ercamp=sorted_hot_news
2019-06-27,ettoday,罷工第8天！長榮航空27日最新航班異動「取消105班」 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1475977.htm
2019-06-27,ettoday,空姐爆料「巴黎大雪」秘辛　長榮航空：19名組員當時列記嘉獎 | ETtoday新聞雲,https://www.ettoday.net/news/20190626/1476146.htm?ercamp=hot_news
2019-06-27,ettoday,長榮故意壓運能、空服回歸沒得飛？交通部這樣說！ | ETtoday新聞雲,https://www.ettoday.net/news/20190626/1475970.htm
2019-06-27,ettoday,網傳酒店妹闖長榮罷工現場自拍　佯稱空姐抬身價 | ETtoday新聞雲,https://www.ettoday.net/news/20190626/1475842.htm
2019-06-27,ettoday,長榮罷工第7天現轉機！「新8大勞資協商」最快27日早出爐 | ETtoday新聞雲,https://www.ettoday.net/news/20190626/1475711.htm
2019-06-27,ettoday,暑假第一周「取消401班」　長榮航班異動延長到7/7 | ETtoday新聞雲,https://www.ettoday.net/news/20190626/1475625.htm
